Sdate,Cosit,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,AvgSpeed,PmlHGV,Class1Volume,Class2Volume,Class3Volume,Class4Volume,Class5Volume,Class6Volume
08/02/18 06:00,000000001083,1,NB_NS,1,North,334,0,,14810,48,3,305,0,14,2,10
08/02/18 06:00,000000001083,2,NB_MID,1,North,466,0,,15045,32,2,448,1,14,1,0
08/02/18 06:00,000000001083,3,NB_OS,1,North,450,0,,15330,11,1,444,0,5,0,0
08/02/18 06:00,000000001083,4,SB_OS,2,South,229,0,,17232,17,8,215,0,2,2,2
08/02/18 06:00,000000001083,5,SB_MID,2,South,255,0,,16975,39,10,235,0,10,0,0
08/02/18 06:00,000000001083,6,SB_NS,2,South,394,0,,16855,51,1,369,1,15,5,3
08/02/18 07:00,000000001083,1,NB_NS,1,North,808,0,,11093,40,7,759,0,29,3,10
08/02/18 07:00,000000001083,2,NB_MID,1,North,1102,0,,9210,28,9,1060,1,29,2,1
08/02/18 07:00,000000001083,3,NB_OS,1,North,1132,0,,9344,23,4,1094,2,22,4,6
08/02/18 07:00,000000001083,4,SB_OS,2,South,584,0,,15968,15,12,563,0,7,2,0
08/02/18 07:00,000000001083,5,SB_MID,2,South,549,0,,15281,24,18,515,0,12,1,3
08/02/18 07:00,000000001083,6,SB_NS,2,South,967,0,,14165,38,8,911,1,33,4,10
08/02/18 08:00,000000001083,1,NB_NS,1,North,918,0,,8909,37,4,868,2,30,4,10
08/02/18 08:00,000000001083,2,NB_MID,1,North,954,0,,7392,27,6,917,2,24,2,2
08/02/18 08:00,000000001083,3,NB_OS,1,North,950,0,,7998,32,6,907,0,27,3,7
08/02/18 08:00,000000001083,4,SB_OS,2,South,611,0,,15401,16,13,588,0,8,2,0
08/02/18 08:00,000000001083,5,SB_MID,2,South,612,0,,14903,29,16,577,0,18,0,1
08/02/18 08:00,000000001083,6,SB_NS,2,South,979,0,,14137,46,2,924,0,40,5,8
08/02/18 09:00,000000001083,1,NB_NS,1,North,683,0,,13163,53,2,630,5,34,2,10
08/02/18 09:00,000000001083,2,NB_MID,1,North,887,0,,13115,50,7,831,2,40,4,3
08/02/18 09:00,000000001083,3,NB_OS,1,North,925,0,,13496,15,3,907,0,13,1,1
08/02/18 09:00,000000001083,4,SB_OS,2,South,432,0,,16361,32,12,406,0,14,0,0
08/02/18 09:00,000000001083,5,SB_MID,2,South,505,0,,15908,34,15,473,0,16,1,0
08/02/18 09:00,000000001083,6,SB_NS,2,South,724,0,,15195,75,8,651,1,46,8,10
08/02/18 10:00,000000001083,1,NB_NS,1,North,575,0,,13660,56,4,527,1,31,1,11
08/02/18 10:00,000000001083,2,NB_MID,1,North,602,0,,14767,71,6,550,3,41,2,0
08/02/18 10:00,000000001083,3,NB_OS,1,North,539,0,,15538,37,2,517,0,20,0,0
08/02/18 10:00,000000001083,4,SB_OS,2,South,384,0,,16311,31,7,364,1,11,1,0
08/02/18 10:00,000000001083,5,SB_MID,2,South,466,0,,16058,49,11,432,0,22,1,0
08/02/18 10:00,000000001083,6,SB_NS,2,South,603,0,,14807,60,5,548,1,31,5,13
08/02/18 11:00,000000001083,1,NB_NS,1,North,581,0,,13799,65,4,525,4,36,2,10
08/02/18 11:00,000000001083,2,NB_MID,1,North,633,0,,14790,62,10,580,2,35,4,2
08/02/18 11:00,000000001083,3,NB_OS,1,North,494,0,,15395,32,4,474,0,16,0,0
08/02/18 11:00,000000001083,4,SB_OS,2,South,432,0,,16551,19,11,413,0,8,0,0
08/02/18 11:00,000000001083,5,SB_MID,2,South,498,0,,15957,22,17,469,0,10,1,1
08/02/18 11:00,000000001083,6,SB_NS,2,South,606,0,,15078,86,8,538,1,45,7,7
08/02/18 12:00,000000001083,1,NB_NS,1,North,581,0,,13542,71,5,523,2,38,3,10
08/02/18 12:00,000000001083,2,NB_MID,1,North,631,0,,14570,54,4,590,2,30,4,1
08/02/18 12:00,000000001083,3,NB_OS,1,North,523,0,,15471,40,2,499,1,21,0,0
08/02/18 12:00,000000001083,4,SB_OS,2,South,492,0,,16228,26,12,467,0,12,1,0
08/02/18 12:00,000000001083,5,SB_MID,2,South,568,0,,15530,42,10,532,2,22,2,0
08/02/18 12:00,000000001083,6,SB_NS,2,South,711,0,,14976,56,5,653,3,35,5,10
08/02/18 13:00,000000001083,1,NB_NS,1,North,617,0,,13459,70,6,559,1,41,2,8
08/02/18 13:00,000000001083,2,NB_MID,1,North,576,0,,15055,54,3,538,3,29,2,1
08/02/18 13:00,000000001083,3,NB_OS,1,North,447,0,,15618,38,1,428,1,17,0,0
08/02/18 13:00,000000001083,4,SB_OS,2,South,508,0,,16085,24,11,485,0,12,0,0
08/02/18 13:00,000000001083,5,SB_MID,2,South,595,0,,15564,40,14,554,0,23,1,3
08/02/18 13:00,000000001083,6,SB_NS,2,South,756,0,,14588,62,6,694,2,40,7,7
08/02/18 14:00,000000001083,1,NB_NS,1,North,580,0,,13763,47,4,538,3,24,3,8
08/02/18 14:00,000000001083,2,NB_MID,1,North,542,0,,14712,83,5,491,1,43,2,0
08/02/18 14:00,000000001083,3,NB_OS,1,North,460,0,,15622,48,1,437,0,21,1,0
08/02/18 14:00,000000001083,4,SB_OS,2,South,600,0,,16051,12,10,581,1,6,1,1
08/02/18 14:00,000000001083,5,SB_MID,2,South,654,0,,15387,29,15,616,3,19,0,1
08/02/18 14:00,000000001083,6,SB_NS,2,South,861,0,,14619,55,5,799,1,40,7,9
08/02/18 15:00,000000001083,1,NB_NS,1,North,743,0,,11115,67,1,680,2,46,4,10
08/02/18 15:00,000000001083,2,NB_MID,1,North,554,0,,10751,52,8,513,2,28,1,2
08/02/18 15:00,000000001083,3,NB_OS,1,North,537,0,,10635,54,9,493,2,26,3,4
08/02/18 15:00,000000001083,4,SB_OS,2,South,695,0,,14990,17,17,666,0,11,1,0
08/02/18 15:00,000000001083,5,SB_MID,2,South,728,0,,14532,38,19,679,1,27,1,1
08/02/18 15:00,000000001083,6,SB_NS,2,South,1066,0,,13496,37,3,1014,2,32,7,8
08/02/18 16:00,000000001083,1,NB_NS,1,North,911,0,,8882,40,4,856,1,33,3,14
08/02/18 16:00,000000001083,2,NB_MID,1,North,747,0,,11805,29,10,711,2,18,4,2
08/02/18 16:00,000000001083,3,NB_OS,1,North,792,0,,12715,24,3,769,0,19,0,0
08/02/18 16:00,000000001083,4,SB_OS,2,South,807,0,,13964,9,17,780,3,7,0,0
08/02/18 16:00,000000001083,5,SB_MID,2,South,867,0,,12136,14,18,835,1,10,2,1
08/02/18 16:00,000000001083,6,SB_NS,2,South,1351,0,,10914,27,8,1297,0,34,2,10
08/02/18 17:00,000000001083,1,NB_NS,1,North,810,0,,5369,43,4,763,2,30,5,4
08/02/18 17:00,000000001083,2,NB_MID,1,North,949,0,,8523,20,10,912,4,16,3,4
08/02/18 17:00,000000001083,3,NB_OS,1,North,1055,0,,9209,22,4,1028,0,22,1,0
08/02/18 17:00,000000001083,4,SB_OS,2,South,734,0,,14029,1,16,715,2,1,0,0
08/02/18 17:00,000000001083,5,SB_MID,2,South,823,0,,12157,7,26,791,0,6,0,0
08/02/18 17:00,000000001083,6,SB_NS,2,South,1275,0,,10812,25,8,1225,1,29,3,9
08/02/18 18:00,000000001083,1,NB_NS,1,North,858,0,,6887,27,4,819,0,19,4,12
08/02/18 18:00,000000001083,2,NB_MID,1,North,905,0,,9922,17,5,881,2,11,4,2
08/02/18 18:00,000000001083,3,NB_OS,1,North,901,0,,11401,21,0,881,0,17,2,1
08/02/18 18:00,000000001083,4,SB_OS,2,South,599,0,,14079,7,20,575,0,3,1,0
08/02/18 18:00,000000001083,5,SB_MID,2,South,736,0,,13522,8,22,708,0,6,0,0
08/02/18 18:00,000000001083,6,SB_NS,2,South,1055,0,,12310,13,7,1022,0,11,3,12
08/02/18 19:00,000000001083,1,NB_NS,1,North,459,0,,13834,9,2,447,0,3,1,6
08/02/18 19:00,000000001083,2,NB_MID,1,North,537,0,,14811,22,3,520,0,11,1,2
08/02/18 19:00,000000001083,3,NB_OS,1,North,425,0,,15793,19,0,417,0,8,0,0
08/02/18 19:00,000000001083,4,SB_OS,2,South,421,0,,15405,5,14,404,1,1,1,0
08/02/18 19:00,000000001083,5,SB_MID,2,South,596,0,,15138,2,17,578,0,1,0,0
08/02/18 19:00,000000001083,6,SB_NS,2,South,696,0,,14685,23,1,668,0,14,2,11
08/02/18 20:00,000000001083,1,NB_NS,1,North,337,0,,14981,30,4,320,0,9,1,3
08/02/18 20:00,000000001083,2,NB_MID,1,North,389,0,,15576,15,3,378,2,6,0,0
08/02/18 20:00,000000001083,3,NB_OS,1,North,252,0,,15939,4,0,251,0,1,0,0
08/02/18 20:00,000000001083,4,SB_OS,2,South,289,0,,16295,0,8,281,0,0,0,0
08/02/18 20:00,000000001083,5,SB_MID,2,South,444,0,,15772,5,16,426,0,2,0,0
08/02/18 20:00,000000001083,6,SB_NS,2,South,535,0,,15187,6,3,523,0,2,1,6
08/02/18 21:00,000000001083,1,NB_NS,1,North,228,0,,15281,9,2,219,0,2,0,5
08/02/18 21:00,000000001083,2,NB_MID,1,North,275,0,,15761,18,6,263,1,4,1,0
08/02/18 21:00,000000001083,3,NB_OS,1,North,186,0,,15884,0,1,185,0,0,0,0
08/02/18 21:00,000000001083,4,SB_OS,2,South,199,0,,16087,0,7,192,0,0,0,0
08/02/18 21:00,000000001083,5,SB_MID,2,South,339,0,,16135,12,7,328,0,3,1,0
08/02/18 21:00,000000001083,6,SB_NS,2,South,376,0,,15465,13,1,366,0,4,1,4
08/02/18 22:00,000000001083,1,NB_NS,1,North,187,0,,14957,70,1,170,0,11,2,3
08/02/18 22:00,000000001083,2,NB_MID,1,North,251,0,,15559,20,1,245,0,3,2,0
08/02/18 22:00,000000001083,3,NB_OS,1,North,106,0,,16693,38,0,102,0,3,1,0
08/02/18 22:00,000000001083,4,SB_OS,2,South,97,0,,16678,0,4,93,0,0,0,0
08/02/18 22:00,000000001083,5,SB_MID,2,South,231,0,,17086,4,3,227,0,1,0,0
08/02/18 22:00,000000001083,6,SB_NS,2,South,293,0,,15943,10,5,282,0,3,0,3
08/02/18 23:00,000000001083,1,NB_NS,1,North,109,0,,15528,9,0,105,0,1,0,3
08/02/18 23:00,000000001083,2,NB_MID,1,North,156,0,,16392,26,0,152,0,4,0,0
08/02/18 23:00,000000001083,3,NB_OS,1,North,56,0,,16691,0,1,55,0,0,0,0
08/02/18 23:00,000000001083,4,SB_OS,2,South,45,0,,17154,22,0,44,0,1,0,0
08/02/18 23:00,000000001083,5,SB_MID,2,South,166,0,,17284,18,3,160,0,3,0,0
08/02/18 23:00,000000001083,6,SB_NS,2,South,207,0,,15990,58,0,191,0,9,3,4
09/02/18 00:00,000000001083,1,NB_NS,1,North,60,0,,16514,83,0,55,0,5,0,0
09/02/18 00:00,000000001083,2,NB_MID,1,North,84,0,,16769,12,1,82,0,1,0,0
09/02/18 00:00,000000001083,3,NB_OS,1,North,21,0,,17169,95,0,19,0,1,1,0
09/02/18 00:00,000000001083,4,SB_OS,2,South,24,0,,17257,0,0,24,0,0,0,0
09/02/18 00:00,000000001083,5,SB_MID,2,South,97,0,,17234,10,4,92,0,1,0,0
09/02/18 00:00,000000001083,6,SB_NS,2,South,101,0,,16400,109,0,90,0,9,2,0
09/02/18 01:00,000000001083,1,NB_NS,1,North,37,0,,16494,189,0,30,0,6,1,0
09/02/18 01:00,000000001083,2,NB_MID,1,North,50,0,,17278,20,0,49,0,1,0,0
09/02/18 01:00,000000001083,3,NB_OS,1,North,12,0,,16991,83,0,11,0,1,0,0
09/02/18 01:00,000000001083,4,SB_OS,2,South,15,0,,17037,0,0,15,0,0,0,0
09/02/18 01:00,000000001083,5,SB_MID,2,South,52,0,,17463,38,1,49,0,2,0,0
09/02/18 01:00,000000001083,6,SB_NS,2,South,47,0,,17074,191,1,37,0,7,2,0
09/02/18 02:00,000000001083,1,NB_NS,1,North,31,0,,15860,97,0,28,0,3,0,0
09/02/18 02:00,000000001083,2,NB_MID,1,North,45,0,,17167,89,1,40,0,4,0,0
09/02/18 02:00,000000001083,3,NB_OS,1,North,8,0,,15764,0,0,8,0,0,0,0
09/02/18 02:00,000000001083,4,SB_OS,2,South,8,0,,17812,0,0,8,0,0,0,0
09/02/18 02:00,000000001083,5,SB_MID,2,South,28,0,,19186,0,1,27,0,0,0,0
09/02/18 02:00,000000001083,6,SB_NS,2,South,51,0,,16329,137,0,44,0,5,2,0
09/02/18 03:00,000000001083,1,NB_NS,1,North,21,0,,16773,95,0,19,0,1,1,0
09/02/18 03:00,000000001083,2,NB_MID,1,North,27,0,,15854,0,0,27,0,0,0,0
09/02/18 03:00,000000001083,3,NB_OS,1,North,9,0,,14969,111,0,8,0,0,1,0
09/02/18 03:00,000000001083,4,SB_OS,2,South,9,0,,17809,0,0,9,0,0,0,0
09/02/18 03:00,000000001083,5,SB_MID,2,South,46,0,,18152,65,2,41,0,3,0,0
09/02/18 03:00,000000001083,6,SB_NS,2,South,33,0,,17635,91,1,29,0,3,0,0
09/02/18 04:00,000000001083,1,NB_NS,1,North,41,0,,15691,146,0,35,0,6,0,0
09/02/18 04:00,000000001083,2,NB_MID,1,North,59,0,,16747,34,0,57,0,2,0,0
09/02/18 04:00,000000001083,3,NB_OS,1,North,14,0,,18016,0,0,14,0,0,0,0
09/02/18 04:00,000000001083,4,SB_OS,2,South,11,0,,17071,0,0,11,0,0,0,0
09/02/18 04:00,000000001083,5,SB_MID,2,South,55,0,,17384,55,2,50,0,2,1,0
09/02/18 04:00,000000001083,6,SB_NS,2,South,68,0,,16663,59,2,62,0,3,1,0
09/02/18 05:00,000000001083,1,NB_NS,1,North,166,0,,16078,54,4,151,0,8,1,2
09/02/18 05:00,000000001083,2,NB_MID,1,North,156,0,,16640,90,2,139,1,9,5,0
09/02/18 05:00,000000001083,3,NB_OS,1,North,60,0,,18042,17,0,59,0,1,0,0
09/02/18 05:00,000000001083,4,SB_OS,2,South,44,0,,17260,68,0,39,0,3,0,2
09/02/18 05:00,000000001083,5,SB_MID,2,South,98,0,,17571,51,2,91,0,5,0,0
09/02/18 05:00,000000001083,6,SB_NS,2,South,151,0,,17242,106,1,134,0,14,2,0
09/02/18 06:00,000000001083,1,NB_NS,1,North,336,0,,14825,48,3,307,1,15,1,9
09/02/18 06:00,000000001083,2,NB_MID,1,North,431,0,,15401,39,1,411,1,13,4,1
09/02/18 06:00,000000001083,3,NB_OS,1,North,362,0,,15756,22,1,353,0,8,0,0
09/02/18 06:00,000000001083,4,SB_OS,2,South,207,0,,17210,10,12,193,0,0,2,0
09/02/18 06:00,000000001083,5,SB_MID,2,South,304,0,,17321,39,15,277,0,12,0,0
09/02/18 06:00,000000001083,6,SB_NS,2,South,379,0,,16780,69,4,345,0,23,3,4
09/02/18 07:00,000000001083,1,NB_NS,1,North,776,0,,11185,23,8,736,0,18,0,14
09/02/18 07:00,000000001083,2,NB_MID,1,North,1049,0,,8759,30,5,1008,0,29,2,5
09/02/18 07:00,000000001083,3,NB_OS,1,North,1074,0,,9011,34,2,1029,1,32,4,6
09/02/18 07:00,000000001083,4,SB_OS,2,South,554,0,,15610,13,15,532,0,7,0,0
09/02/18 07:00,000000001083,5,SB_MID,2,South,539,0,,15179,33,24,497,0,18,0,0
09/02/18 07:00,000000001083,6,SB_NS,2,South,848,0,,14386,32,4,805,1,24,3,11
09/02/18 08:00,000000001083,1,NB_NS,1,North,835,0,,11197,32,8,787,4,26,1,9
09/02/18 08:00,000000001083,2,NB_MID,1,North,967,0,,8937,44,10,912,1,37,6,1
09/02/18 08:00,000000001083,3,NB_OS,1,North,1041,0,,8862,29,7,998,2,26,4,4
09/02/18 08:00,000000001083,4,SB_OS,2,South,572,0,,15322,10,12,554,0,4,2,0
09/02/18 08:00,000000001083,5,SB_MID,2,South,620,0,,14926,26,18,584,2,16,0,0
09/02/18 08:00,000000001083,6,SB_NS,2,South,903,0,,14505,63,7,830,0,47,10,9
09/02/18 09:00,000000001083,1,NB_NS,1,North,668,0,,13115,63,5,610,1,40,2,10
09/02/18 09:00,000000001083,2,NB_MID,1,North,830,0,,13488,51,4,777,5,37,5,2
09/02/18 09:00,000000001083,3,NB_OS,1,North,908,0,,14005,22,4,881,2,20,0,1
09/02/18 09:00,000000001083,4,SB_OS,2,South,429,0,,16353,33,18,395,2,13,1,0
09/02/18 09:00,000000001083,5,SB_MID,2,South,514,0,,15756,35,9,487,0,18,0,0
09/02/18 09:00,000000001083,6,SB_NS,2,South,696,0,,15140,82,3,626,2,53,4,8
09/02/18 10:00,000000001083,1,NB_NS,1,North,555,0,,13722,52,4,511,2,27,2,9
09/02/18 10:00,000000001083,2,NB_MID,1,North,675,0,,14423,71,6,616,5,45,3,0
09/02/18 10:00,000000001083,3,NB_OS,1,North,586,0,,15193,39,2,561,0,23,0,0
09/02/18 10:00,000000001083,4,SB_OS,2,South,390,0,,16298,26,7,371,1,9,1,1
09/02/18 10:00,000000001083,5,SB_MID,2,South,484,0,,15945,37,10,454,1,18,0,1
09/02/18 10:00,000000001083,6,SB_NS,2,South,631,0,,15228,82,4,560,2,48,4,13
09/02/18 11:00,000000001083,1,NB_NS,1,North,543,0,,13312,83,5,482,1,38,7,10
09/02/18 11:00,000000001083,2,NB_MID,1,North,612,0,,14197,57,4,573,0,32,3,0
09/02/18 11:00,000000001083,3,NB_OS,1,North,535,0,,14930,36,3,513,0,19,0,0
09/02/18 11:00,000000001083,4,SB_OS,2,South,409,0,,15511,27,8,390,0,10,1,0
09/02/18 11:00,000000001083,5,SB_MID,2,South,592,0,,15044,41,12,554,2,23,1,0
09/02/18 11:00,000000001083,6,SB_NS,2,South,687,0,,14202,60,5,630,2,38,3,9
09/02/18 12:00,000000001083,1,NB_NS,1,North,593,0,,13482,59,8,541,2,31,4,7
09/02/18 12:00,000000001083,2,NB_MID,1,North,655,0,,14429,58,7,606,3,34,4,1
09/02/18 12:00,000000001083,3,NB_OS,1,North,568,0,,15346,39,1,543,2,22,0,0
09/02/18 12:00,000000001083,4,SB_OS,2,South,485,0,,16034,23,14,459,1,10,1,0
09/02/18 12:00,000000001083,5,SB_MID,2,South,625,0,,15260,32,18,585,2,17,3,0
09/02/18 12:00,000000001083,6,SB_NS,2,South,778,0,,14655,69,11,698,5,43,11,10
09/02/18 13:00,000000001083,1,NB_NS,1,North,651,0,,13758,34,5,613,1,21,1,10
09/02/18 13:00,000000001083,2,NB_MID,1,North,605,0,,14316,71,9,552,1,38,5,0
09/02/18 13:00,000000001083,3,NB_OS,1,North,550,0,,15071,35,0,531,0,19,0,0
09/02/18 13:00,000000001083,4,SB_OS,2,South,562,0,,16066,32,12,531,1,18,0,0
09/02/18 13:00,000000001083,5,SB_MID,2,South,660,0,,15564,41,25,608,0,26,1,0
09/02/18 13:00,000000001083,6,SB_NS,2,South,830,0,,15045,64,7,759,3,48,5,8
09/02/18 14:00,000000001083,1,NB_NS,1,North,699,0,,12159,73,5,631,4,46,5,8
09/02/18 14:00,000000001083,2,NB_MID,1,North,552,0,,12023,54,23,497,1,29,1,1
09/02/18 14:00,000000001083,3,NB_OS,1,North,515,0,,13094,50,2,484,0,25,1,3
09/02/18 14:00,000000001083,4,SB_OS,2,South,664,0,,16104,18,13,638,1,12,0,0
09/02/18 14:00,000000001083,5,SB_MID,2,South,732,0,,15480,57,18,670,0,39,3,2
09/02/18 14:00,000000001083,6,SB_NS,2,South,970,0,,14671,39,6,916,2,30,8,8
09/02/18 15:00,000000001083,1,NB_NS,1,North,762,0,,12666,76,6,685,2,56,2,11
09/02/18 15:00,000000001083,2,NB_MID,1,North,654,0,,14175,44,5,619,1,27,2,0
09/02/18 15:00,000000001083,3,NB_OS,1,North,659,0,,14717,33,2,635,0,22,0,0
09/02/18 15:00,000000001083,4,SB_OS,2,South,722,0,,15772,17,20,690,0,11,1,0
09/02/18 15:00,000000001083,5,SB_MID,2,South,760,0,,15031,38,13,718,0,27,2,0
09/02/18 15:00,000000001083,6,SB_NS,2,South,1174,0,,13740,37,4,1116,1,40,3,10
09/02/18 16:00,000000001083,1,NB_NS,1,North,957,0,,12607,42,5,902,2,40,0,8
09/02/18 16:00,000000001083,2,NB_MID,1,North,700,0,,13885,44,8,659,1,25,6,1
09/02/18 16:00,000000001083,3,NB_OS,1,North,787,0,,14225,23,3,765,1,18,0,0
09/02/18 16:00,000000001083,4,SB_OS,2,South,729,0,,15557,7,11,711,1,5,0,1
09/02/18 16:00,000000001083,5,SB_MID,2,South,783,0,,14541,14,14,758,0,10,1,0
09/02/18 16:00,000000001083,6,SB_NS,2,South,1394,0,,13598,21,16,1336,2,27,2,11
09/02/18 17:00,000000001083,1,NB_NS,1,North,846,0,,11897,25,0,817,0,21,0,8
09/02/18 17:00,000000001083,2,NB_MID,1,North,754,0,,13698,12,0,744,0,8,1,1
09/02/18 17:00,000000001083,3,NB_OS,1,North,748,0,,14276,16,4,731,1,12,0,0
09/02/18 17:00,000000001083,4,SB_OS,2,South,687,0,,15415,7,13,669,0,5,0,0
09/02/18 17:00,000000001083,5,SB_MID,2,South,780,0,,14037,12,18,753,0,8,1,0
09/02/18 17:00,000000001083,6,SB_NS,2,South,1261,0,,13031,10,6,1232,0,13,0,10
09/02/18 18:00,000000001083,1,NB_NS,1,North,601,0,,13288,15,3,582,0,8,1,7
09/02/18 18:00,000000001083,2,NB_MID,1,North,624,0,,14191,11,2,613,0,5,2,2
09/02/18 18:00,000000001083,3,NB_OS,1,North,604,0,,14911,13,2,594,0,8,0,0
09/02/18 18:00,000000001083,4,SB_OS,2,South,537,0,,15852,4,13,522,0,2,0,0
09/02/18 18:00,000000001083,5,SB_MID,2,South,642,0,,15273,11,15,618,2,7,0,0
09/02/18 18:00,000000001083,6,SB_NS,2,South,864,0,,13881,12,5,838,1,10,0,10
09/02/18 19:00,000000001083,1,NB_NS,1,North,385,0,,14564,13,4,370,0,5,0,6
09/02/18 19:00,000000001083,2,NB_MID,1,North,471,0,,15225,17,4,457,2,8,0,0
09/02/18 19:00,000000001083,3,NB_OS,1,North,380,0,,15835,18,0,373,0,7,0,0
09/02/18 19:00,000000001083,4,SB_OS,2,South,379,0,,16972,8,12,364,0,2,1,0
09/02/18 19:00,000000001083,5,SB_MID,2,South,506,0,,16432,10,13,488,0,5,0,0
09/02/18 19:00,000000001083,6,SB_NS,2,South,603,0,,15336,17,5,580,1,9,1,7
09/02/18 20:00,000000001083,1,NB_NS,1,North,324,0,,15298,19,3,312,0,6,0,3
09/02/18 20:00,000000001083,2,NB_MID,1,North,369,0,,15985,5,1,366,0,1,1,0
09/02/18 20:00,000000001083,3,NB_OS,1,North,260,0,,16691,19,0,255,0,5,0,0
09/02/18 20:00,000000001083,4,SB_OS,2,South,284,0,,17636,7,9,273,0,2,0,0
09/02/18 20:00,000000001083,5,SB_MID,2,South,367,0,,16593,11,4,359,0,3,1,0
09/02/18 20:00,000000001083,6,SB_NS,2,South,446,0,,15737,20,3,430,0,7,2,4
09/02/18 21:00,000000001083,1,NB_NS,1,North,257,0,,15267,19,3,245,0,5,0,4
09/02/18 21:00,000000001083,2,NB_MID,1,North,259,0,,16312,23,1,251,0,6,0,1
09/02/18 21:00,000000001083,3,NB_OS,1,North,175,0,,16497,0,0,175,0,0,0,0
09/02/18 21:00,000000001083,4,SB_OS,2,South,201,0,,17073,15,9,189,0,3,0,0
09/02/18 21:00,000000001083,5,SB_MID,2,South,309,0,,16893,6,3,304,0,1,1,0
09/02/18 21:00,000000001083,6,SB_NS,2,South,330,0,,16242,21,0,320,0,4,3,3
09/02/18 22:00,000000001083,1,NB_NS,1,North,196,0,,15520,36,1,183,0,6,1,5
09/02/18 22:00,000000001083,2,NB_MID,1,North,235,0,,16265,4,3,230,1,1,0,0
09/02/18 22:00,000000001083,3,NB_OS,1,North,112,0,,16947,0,0,112,0,0,0,0
09/02/18 22:00,000000001083,4,SB_OS,2,South,170,0,,17051,12,2,166,0,2,0,0
09/02/18 22:00,000000001083,5,SB_MID,2,South,280,0,,16823,7,4,274,0,2,0,0
09/02/18 22:00,000000001083,6,SB_NS,2,South,261,0,,15864,8,1,255,1,2,0,2
09/02/18 23:00,000000001083,1,NB_NS,1,North,142,0,,15784,21,0,136,0,3,0,3
09/02/18 23:00,000000001083,2,NB_MID,1,North,214,0,,16682,19,1,209,0,4,0,0
09/02/18 23:00,000000001083,3,NB_OS,1,North,92,0,,17696,11,1,90,0,1,0,0
09/02/18 23:00,000000001083,4,SB_OS,2,South,106,0,,16897,0,5,101,0,0,0,0
09/02/18 23:00,000000001083,5,SB_MID,2,South,248,0,,16848,12,5,240,0,3,0,0
09/02/18 23:00,000000001083,6,SB_NS,2,South,274,0,,16154,36,4,255,0,8,2,5
10/02/18 00:00,000000001083,1,NB_NS,1,North,105,0,,16534,29,1,101,0,3,0,0
10/02/18 00:00,000000001083,2,NB_MID,1,North,176,0,,16370,23,2,170,0,4,0,0
10/02/18 00:00,000000001083,3,NB_OS,1,North,54,0,,17454,37,0,52,0,2,0,0
10/02/18 00:00,000000001083,4,SB_OS,2,South,51,0,,18568,0,1,50,0,0,0,0
10/02/18 00:00,000000001083,5,SB_MID,2,South,144,0,,17419,21,6,135,0,2,1,0
10/02/18 00:00,000000001083,6,SB_NS,2,South,173,0,,16513,17,2,167,0,3,0,1
10/02/18 01:00,000000001083,1,NB_NS,1,North,67,0,,16090,60,0,63,0,4,0,0
10/02/18 01:00,000000001083,2,NB_MID,1,North,126,0,,16512,24,1,121,1,3,0,0
10/02/18 01:00,000000001083,3,NB_OS,1,North,47,0,,17790,0,0,47,0,0,0,0
10/02/18 01:00,000000001083,4,SB_OS,2,South,48,0,,17477,21,1,46,0,1,0,0
10/02/18 01:00,000000001083,5,SB_MID,2,South,138,0,,17343,14,1,135,0,2,0,0
10/02/18 01:00,000000001083,6,SB_NS,2,South,114,0,,16771,44,1,106,0,4,1,2
10/02/18 02:00,000000001083,1,NB_NS,1,North,41,0,,15623,0,0,41,0,0,0,0
10/02/18 02:00,000000001083,2,NB_MID,1,North,108,0,,16592,19,2,104,0,1,1,0
10/02/18 02:00,000000001083,3,NB_OS,1,North,12,0,,15741,0,0,12,0,0,0,0
10/02/18 02:00,000000001083,4,SB_OS,2,South,30,0,,18222,0,1,29,0,0,0,0
10/02/18 02:00,000000001083,5,SB_MID,2,South,87,0,,17554,34,1,83,0,1,2,0
10/02/18 02:00,000000001083,6,SB_NS,2,South,84,0,,16759,36,0,79,0,3,0,2
10/02/18 03:00,000000001083,1,NB_NS,1,North,46,0,,15393,65,1,41,0,1,2,1
10/02/18 03:00,000000001083,2,NB_MID,1,North,106,0,,15954,19,0,104,0,2,0,0
10/02/18 03:00,000000001083,3,NB_OS,1,North,11,0,,17879,0,0,11,0,0,0,0
10/02/18 03:00,000000001083,4,SB_OS,2,South,19,0,,18114,53,0,18,0,1,0,0
10/02/18 03:00,000000001083,5,SB_MID,2,South,85,0,,18059,35,0,82,0,3,0,0
10/02/18 03:00,000000001083,6,SB_NS,2,South,72,0,,17106,56,0,67,0,2,2,1
10/02/18 04:00,000000001083,1,NB_NS,1,North,35,0,,16452,86,0,32,0,3,0,0
10/02/18 04:00,000000001083,2,NB_MID,1,North,85,0,,16513,59,2,76,1,3,2,1
10/02/18 04:00,000000001083,3,NB_OS,1,North,17,0,,18382,0,0,17,0,0,0,0
10/02/18 04:00,000000001083,4,SB_OS,2,South,17,0,,16944,0,0,17,0,0,0,0
10/02/18 04:00,000000001083,5,SB_MID,2,South,74,0,,17425,0,0,74,0,0,0,0
10/02/18 04:00,000000001083,6,SB_NS,2,South,87,0,,16807,34,1,83,0,3,0,0
