"","X.3","X.2","X.1","X","day","month","year","time","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class2Volume"
"512",800,800,800,1598,12,2,18,"02:00",1083,2,"NB_MID",1,"North",24,0,NA,17083,0,24
"513",801,801,801,1599,12,2,18,"02:00",1083,3,"NB_OS",1,"North",5,0,NA,17722,0,5
"514",802,802,802,1603,12,2,18,"03:00",1083,1,"NB_NS",1,"North",23,0,NA,16473,43,22
"515",803,803,803,1604,12,2,18,"03:00",1083,2,"NB_MID",1,"North",18,0,NA,15540,56,16
"516",804,804,804,1605,12,2,18,"03:00",1083,3,"NB_OS",1,"North",8,0,NA,17361,0,8
"517",805,805,805,1609,12,2,18,"04:00",1083,1,"NB_NS",1,"North",42,0,NA,16766,48,38
"518",806,806,806,1610,12,2,18,"04:00",1083,2,"NB_MID",1,"North",63,0,NA,15952,48,57
"519",807,807,807,1611,12,2,18,"04:00",1083,3,"NB_OS",1,"North",14,0,NA,16349,0,14
"520",808,808,808,1615,12,2,18,"05:00",1083,1,"NB_NS",1,"North",125,0,NA,15987,0,120
"521",809,809,809,1616,12,2,18,"05:00",1083,2,"NB_MID",1,"North",156,0,NA,16560,51,147
"522",810,810,810,1617,12,2,18,"05:00",1083,3,"NB_OS",1,"North",46,0,NA,16721,22,44
"523",811,811,811,1621,12,2,18,"06:00",1083,1,"NB_NS",1,"North",326,0,NA,14572,49,298
"524",812,812,812,1622,12,2,18,"06:00",1083,2,"NB_MID",1,"North",447,0,NA,15017,20,437
"525",813,813,813,1623,12,2,18,"06:00",1083,3,"NB_OS",1,"North",367,0,NA,15052,27,356
"526",814,814,814,1627,12,2,18,"07:00",1083,1,"NB_NS",1,"North",797,0,NA,10062,29,754
"527",815,815,815,1628,12,2,18,"07:00",1083,2,"NB_MID",1,"North",1007,0,NA,8671,28,972
"528",816,816,816,1629,12,2,18,"07:00",1083,3,"NB_OS",1,"North",1056,0,NA,9213,16,1034
"529",817,817,817,1633,12,2,18,"08:00",1083,1,"NB_NS",1,"North",818,0,NA,11231,21,779
"530",818,818,818,1634,12,2,18,"08:00",1083,2,"NB_MID",1,"North",865,0,NA,9840,42,809
"531",819,819,819,1635,12,2,18,"08:00",1083,3,"NB_OS",1,"North",909,0,NA,10273,30,874
"532",820,820,820,1639,12,2,18,"09:00",1083,1,"NB_NS",1,"North",707,0,NA,12966,51,660
"533",821,821,821,1640,12,2,18,"09:00",1083,2,"NB_MID",1,"North",800,0,NA,13488,49,751
"534",822,822,822,1641,12,2,18,"09:00",1083,3,"NB_OS",1,"North",827,0,NA,13914,35,796
"535",823,823,823,1645,12,2,18,"10:00",1083,1,"NB_NS",1,"North",559,0,NA,13549,63,513
"536",824,824,824,1646,12,2,18,"10:00",1083,2,"NB_MID",1,"North",658,0,NA,14737,73,603
"537",825,825,825,1647,12,2,18,"10:00",1083,3,"NB_OS",1,"North",486,0,NA,15574,41,460
"538",826,826,826,1651,12,2,18,"11:00",1083,1,"NB_NS",1,"North",519,0,NA,12975,73,462
"539",827,827,827,1652,12,2,18,"11:00",1083,2,"NB_MID",1,"North",616,0,NA,14096,70,564
"540",828,828,828,1653,12,2,18,"11:00",1083,3,"NB_OS",1,"North",473,0,NA,15349,23,461
"541",829,829,829,1657,12,2,18,"12:00",1083,1,"NB_NS",1,"North",585,0,NA,13353,56,534
"542",830,830,830,1658,12,2,18,"12:00",1083,2,"NB_MID",1,"North",592,0,NA,14415,71,547
"543",831,831,831,1659,12,2,18,"12:00",1083,3,"NB_OS",1,"North",524,0,NA,15341,38,504
"544",832,832,832,1663,12,2,18,"13:00",1083,1,"NB_NS",1,"North",637,0,NA,13800,53,584
"545",833,833,833,1664,12,2,18,"13:00",1083,2,"NB_MID",1,"North",616,0,NA,14968,58,570
"546",834,834,834,1665,12,2,18,"13:00",1083,3,"NB_OS",1,"North",519,0,NA,15793,27,502
"547",835,835,835,1669,12,2,18,"14:00",1083,1,"NB_NS",1,"North",622,0,NA,13560,85,552
"548",836,836,836,1670,12,2,18,"14:00",1083,2,"NB_MID",1,"North",588,0,NA,15135,73,535
"549",837,837,837,1671,12,2,18,"14:00",1083,3,"NB_OS",1,"North",497,0,NA,15454,48,470
"550",838,838,838,1675,12,2,18,"15:00",1083,1,"NB_NS",1,"North",675,0,NA,13444,61,618
"551",839,839,839,1676,12,2,18,"15:00",1083,2,"NB_MID",1,"North",543,0,NA,14785,48,509
"552",840,840,840,1677,12,2,18,"15:00",1083,3,"NB_OS",1,"North",566,0,NA,15160,34,544
"553",841,841,841,1681,12,2,18,"16:00",1083,1,"NB_NS",1,"North",881,0,NA,12591,42,828
"554",842,842,842,1682,12,2,18,"16:00",1083,2,"NB_MID",1,"North",590,0,NA,14024,29,566
"555",843,843,843,1683,12,2,18,"16:00",1083,3,"NB_OS",1,"North",597,0,NA,14748,44,568
"556",844,844,844,1687,12,2,18,"17:00",1083,1,"NB_NS",1,"North",903,0,NA,11525,31,865
"557",845,845,845,1688,12,2,18,"17:00",1083,2,"NB_MID",1,"North",701,0,NA,13140,16,682
"558",846,846,846,1689,12,2,18,"17:00",1083,3,"NB_OS",1,"North",756,0,NA,13761,25,733
"559",847,847,847,1693,12,2,18,"18:00",1083,1,"NB_NS",1,"North",597,0,NA,12970,35,563
"560",848,848,848,1694,12,2,18,"18:00",1083,2,"NB_MID",1,"North",582,0,NA,13823,27,563
"561",849,849,849,1695,12,2,18,"18:00",1083,3,"NB_OS",1,"North",594,0,NA,14423,7,589
"562",850,850,850,1699,12,2,18,"19:00",1083,1,"NB_NS",1,"North",364,0,NA,14655,8,351
"563",851,851,851,1700,12,2,18,"19:00",1083,2,"NB_MID",1,"North",430,0,NA,15346,2,429
"564",852,852,852,1701,12,2,18,"19:00",1083,3,"NB_OS",1,"North",355,0,NA,15675,3,352
"565",853,853,853,1705,12,2,18,"20:00",1083,1,"NB_NS",1,"North",289,0,NA,15717,24,273
"566",854,854,854,1706,12,2,18,"20:00",1083,2,"NB_MID",1,"North",292,0,NA,16163,17,285
"567",855,855,855,1707,12,2,18,"20:00",1083,3,"NB_OS",1,"North",237,0,NA,16380,8,234
"568",856,856,856,1711,12,2,18,"21:00",1083,1,"NB_NS",1,"North",209,0,NA,15609,14,200
"569",857,857,857,1712,12,2,18,"21:00",1083,2,"NB_MID",1,"North",211,0,NA,16236,19,206
"570",858,858,858,1713,12,2,18,"21:00",1083,3,"NB_OS",1,"North",143,0,NA,16601,7,141
"571",859,859,859,1717,12,2,18,"22:00",1083,1,"NB_NS",1,"North",159,0,NA,15769,44,148
"572",860,860,860,1718,12,2,18,"22:00",1083,2,"NB_MID",1,"North",174,0,NA,15704,6,173
"573",861,861,861,1719,12,2,18,"22:00",1083,3,"NB_OS",1,"North",100,0,NA,16128,10,99
"574",862,862,862,1723,12,2,18,"23:00",1083,1,"NB_NS",1,"North",80,0,NA,15861,38,73
"575",863,863,863,1724,12,2,18,"23:00",1083,2,"NB_MID",1,"North",119,0,NA,17400,25,115
"576",864,864,864,1725,12,2,18,"23:00",1083,3,"NB_OS",1,"North",51,0,NA,17059,20,49
"577",865,865,865,1729,13,2,18,"00:00",1083,1,"NB_NS",1,"North",53,0,NA,17023,57,50
"578",866,866,866,1730,13,2,18,"00:00",1083,2,"NB_MID",1,"North",58,0,NA,17064,34,56
"579",867,867,867,1731,13,2,18,"00:00",1083,3,"NB_OS",1,"North",13,0,NA,16154,0,13
"580",868,868,868,1735,13,2,18,"01:00",1083,1,"NB_NS",1,"North",24,0,NA,16262,0,23
"581",869,869,869,1736,13,2,18,"01:00",1083,2,"NB_MID",1,"North",43,0,NA,16486,47,41
"582",870,870,870,1737,13,2,18,"01:00",1083,3,"NB_OS",1,"North",4,0,NA,21042,0,4
"583",871,871,871,1741,13,2,18,"02:00",1083,1,"NB_NS",1,"North",18,0,NA,16389,278,13
"584",872,872,872,1742,13,2,18,"02:00",1083,2,"NB_MID",1,"North",19,0,NA,15965,158,15
"585",873,873,873,1743,13,2,18,"02:00",1083,3,"NB_OS",1,"North",5,0,NA,15722,0,5
"586",874,874,874,1747,13,2,18,"03:00",1083,1,"NB_NS",1,"North",24,0,NA,16968,83,22
"587",875,875,875,1748,13,2,18,"03:00",1083,2,"NB_MID",1,"North",31,0,NA,16774,97,28
"588",876,876,876,1749,13,2,18,"03:00",1083,3,"NB_OS",1,"North",6,0,NA,16204,167,5
"589",877,877,877,1753,13,2,18,"04:00",1083,1,"NB_NS",1,"North",43,0,NA,16738,70,39
"590",878,878,878,1754,13,2,18,"04:00",1083,2,"NB_MID",1,"North",48,0,NA,17315,0,47
"591",879,879,879,1755,13,2,18,"04:00",1083,3,"NB_OS",1,"North",13,0,NA,17286,0,13
"592",880,880,880,1759,13,2,18,"05:00",1083,1,"NB_NS",1,"North",152,0,NA,15841,33,142
"593",881,881,881,1760,13,2,18,"05:00",1083,2,"NB_MID",1,"North",143,0,NA,16202,56,131
"594",882,882,882,1761,13,2,18,"05:00",1083,3,"NB_OS",1,"North",64,0,NA,16702,0,64
"595",883,883,883,1765,13,2,18,"06:00",1083,1,"NB_NS",1,"North",336,0,NA,14980,24,316
"596",884,884,884,1766,13,2,18,"06:00",1083,2,"NB_MID",1,"North",481,0,NA,15192,42,458
"597",885,885,885,1767,13,2,18,"06:00",1083,3,"NB_OS",1,"North",444,0,NA,15857,23,431
"598",886,886,886,1771,13,2,18,"07:00",1083,1,"NB_NS",1,"North",827,0,NA,11508,31,782
"599",887,887,887,1772,13,2,18,"07:00",1083,2,"NB_MID",1,"North",1049,0,NA,9698,32,1006
"600",888,888,888,1773,13,2,18,"07:00",1083,3,"NB_OS",1,"North",1047,0,NA,10376,33,1000
"601",889,889,889,1777,13,2,18,"08:00",1083,1,"NB_NS",1,"North",944,0,NA,7636,28,901
"602",890,890,890,1778,13,2,18,"08:00",1083,2,"NB_MID",1,"North",922,0,NA,7374,26,883
"603",891,891,891,1779,13,2,18,"08:00",1083,3,"NB_OS",1,"North",941,0,NA,7898,41,880
"604",892,892,892,1783,13,2,18,"09:00",1083,1,"NB_NS",1,"North",710,0,NA,13341,68,646
"605",893,893,893,1784,13,2,18,"09:00",1083,2,"NB_MID",1,"North",856,0,NA,13186,54,802
"606",894,894,894,1785,13,2,18,"09:00",1083,3,"NB_OS",1,"North",881,0,NA,13886,26,854
"607",895,895,895,1789,13,2,18,"10:00",1083,1,"NB_NS",1,"North",587,0,NA,13252,61,536
"608",896,896,896,1790,13,2,18,"10:00",1083,2,"NB_MID",1,"North",683,0,NA,14269,66,625
"609",897,897,897,1791,13,2,18,"10:00",1083,3,"NB_OS",1,"North",579,0,NA,15062,45,552
"610",898,898,898,1795,13,2,18,"11:00",1083,1,"NB_NS",1,"North",580,0,NA,13635,67,525
"611",899,899,899,1796,13,2,18,"11:00",1083,2,"NB_MID",1,"North",613,0,NA,14502,49,574
"612",900,900,900,1797,13,2,18,"11:00",1083,3,"NB_OS",1,"North",501,0,NA,15517,26,486
"613",901,901,901,1801,13,2,18,"12:00",1083,1,"NB_NS",1,"North",653,0,NA,12973,46,607
"614",902,902,902,1802,13,2,18,"12:00",1083,2,"NB_MID",1,"North",618,0,NA,14328,45,582
"615",903,903,903,1803,13,2,18,"12:00",1083,3,"NB_OS",1,"North",532,0,NA,15279,43,508
"616",904,904,904,1807,13,2,18,"13:00",1083,1,"NB_NS",1,"North",622,0,NA,13361,71,564
"617",905,905,905,1808,13,2,18,"13:00",1083,2,"NB_MID",1,"North",579,0,NA,14528,57,538
"618",906,906,906,1809,13,2,18,"13:00",1083,3,"NB_OS",1,"North",477,0,NA,15839,40,457
"619",907,907,907,1813,13,2,18,"14:00",1083,1,"NB_NS",1,"North",616,0,NA,13026,99,537
"620",908,908,908,1814,13,2,18,"14:00",1083,2,"NB_MID",1,"North",580,0,NA,14532,57,537
"621",909,909,909,1815,13,2,18,"14:00",1083,3,"NB_OS",1,"North",503,0,NA,15378,42,477
"622",910,910,910,1819,13,2,18,"15:00",1083,1,"NB_NS",1,"North",729,0,NA,12819,70,665
"623",911,911,911,1820,13,2,18,"15:00",1083,2,"NB_MID",1,"North",582,0,NA,14138,55,547
"624",912,912,912,1821,13,2,18,"15:00",1083,3,"NB_OS",1,"North",546,0,NA,15103,26,529
"625",913,913,913,1825,13,2,18,"16:00",1083,1,"NB_NS",1,"North",961,0,NA,7745,42,903
"626",914,914,914,1826,13,2,18,"16:00",1083,2,"NB_MID",1,"North",754,0,NA,12241,54,702
"627",915,915,915,1827,13,2,18,"16:00",1083,3,"NB_OS",1,"North",769,0,NA,13320,27,746
"628",916,916,916,1831,13,2,18,"17:00",1083,1,"NB_NS",1,"North",759,0,NA,5008,49,702
"629",917,917,917,1832,13,2,18,"17:00",1083,2,"NB_MID",1,"North",962,0,NA,8656,32,916
"630",918,918,918,1833,13,2,18,"17:00",1083,3,"NB_OS",1,"North",1032,0,NA,10652,24,1001
"631",919,919,919,1837,13,2,18,"18:00",1083,1,"NB_NS",1,"North",912,0,NA,10220,21,878
"632",920,920,920,1838,13,2,18,"18:00",1083,2,"NB_MID",1,"North",761,0,NA,12402,14,744
"633",921,921,921,1839,13,2,18,"18:00",1083,3,"NB_OS",1,"North",726,0,NA,12937,18,707
"634",922,922,922,1843,13,2,18,"19:00",1083,1,"NB_NS",1,"North",455,0,NA,13887,13,440
"635",923,923,923,1844,13,2,18,"19:00",1083,2,"NB_MID",1,"North",474,0,NA,14888,8,463
"636",924,924,924,1845,13,2,18,"19:00",1083,3,"NB_OS",1,"North",394,0,NA,15605,23,385
"637",925,925,925,1849,13,2,18,"20:00",1083,1,"NB_NS",1,"North",275,0,NA,15240,33,261
"638",926,926,926,1850,13,2,18,"20:00",1083,2,"NB_MID",1,"North",319,0,NA,15677,6,312
"639",927,927,927,1851,13,2,18,"20:00",1083,3,"NB_OS",1,"North",262,0,NA,16166,27,254
"640",928,928,928,1855,13,2,18,"21:00",1083,1,"NB_NS",1,"North",241,0,NA,15199,12,231
"641",929,929,929,1856,13,2,18,"21:00",1083,2,"NB_MID",1,"North",248,0,NA,16123,12,244
"642",930,930,930,1857,13,2,18,"21:00",1083,3,"NB_OS",1,"North",170,0,NA,16307,0,170
"643",931,931,931,1861,13,2,18,"22:00",1083,1,"NB_NS",1,"North",180,0,NA,15469,44,164
"644",932,932,932,1862,13,2,18,"22:00",1083,2,"NB_MID",1,"North",207,0,NA,16398,10,204
"645",933,933,933,1863,13,2,18,"22:00",1083,3,"NB_OS",1,"North",108,0,NA,16590,0,108
"646",934,934,934,1867,13,2,18,"23:00",1083,1,"NB_NS",1,"North",86,0,NA,15581,35,79
"647",935,935,935,1868,13,2,18,"23:00",1083,2,"NB_MID",1,"North",140,0,NA,16321,14,137
"648",936,936,936,1869,13,2,18,"23:00",1083,3,"NB_OS",1,"North",42,0,NA,17824,24,41
"649",937,937,937,1873,14,2,18,"00:00",1083,1,"NB_NS",1,"North",45,0,NA,16136,44,43
"650",938,938,938,1874,14,2,18,"00:00",1083,2,"NB_MID",1,"North",72,0,NA,16281,28,70
"651",939,939,939,1875,14,2,18,"00:00",1083,3,"NB_OS",1,"North",17,0,NA,16438,59,16
"652",940,940,940,1879,14,2,18,"01:00",1083,1,"NB_NS",1,"North",22,0,NA,17323,45,21
"653",941,941,941,1880,14,2,18,"01:00",1083,2,"NB_MID",1,"North",41,0,NA,16667,24,40
"654",942,942,942,1881,14,2,18,"01:00",1083,3,"NB_OS",1,"North",6,0,NA,17454,0,6
"655",943,943,943,1885,14,2,18,"02:00",1083,1,"NB_NS",1,"North",30,0,NA,15824,100,23
"656",944,944,944,1886,14,2,18,"02:00",1083,2,"NB_MID",1,"North",26,0,NA,18216,115,22
"657",945,945,945,1887,14,2,18,"02:00",1083,3,"NB_OS",1,"North",3,0,NA,17408,0,3
"658",946,946,946,1891,14,2,18,"03:00",1083,1,"NB_NS",1,"North",25,0,NA,15833,80,23
"659",947,947,947,1892,14,2,18,"03:00",1083,2,"NB_MID",1,"North",23,0,NA,16739,0,23
"660",948,948,948,1893,14,2,18,"03:00",1083,3,"NB_OS",1,"North",6,0,NA,16204,0,6
"661",949,949,949,1897,14,2,18,"04:00",1083,1,"NB_NS",1,"North",48,0,NA,15781,42,44
"662",950,950,950,1898,14,2,18,"04:00",1083,2,"NB_MID",1,"North",45,0,NA,15951,89,41
"663",951,951,951,1899,14,2,18,"04:00",1083,3,"NB_OS",1,"North",14,0,NA,17560,143,12
"664",952,952,952,1903,14,2,18,"05:00",1083,1,"NB_NS",1,"North",139,0,NA,16279,50,128
"665",953,953,953,1904,14,2,18,"05:00",1083,2,"NB_MID",1,"North",136,0,NA,16577,59,126
"666",954,954,954,1905,14,2,18,"05:00",1083,3,"NB_OS",1,"North",47,0,NA,17411,21,46
"667",955,955,955,1909,14,2,18,"06:00",1083,1,"NB_NS",1,"North",330,0,NA,14572,24,309
"668",956,956,956,1910,14,2,18,"06:00",1083,2,"NB_MID",1,"North",420,0,NA,15214,38,399
"669",957,957,957,1911,14,2,18,"06:00",1083,3,"NB_OS",1,"North",390,0,NA,16039,15,383
"670",958,958,958,1915,14,2,18,"07:00",1083,1,"NB_NS",1,"North",770,0,NA,9404,36,722
"671",959,959,959,1916,14,2,18,"07:00",1083,2,"NB_MID",1,"North",1109,0,NA,8792,32,1060
"672",960,960,960,1917,14,2,18,"07:00",1083,3,"NB_OS",1,"North",1165,0,NA,9125,25,1127
"673",961,961,961,1921,14,2,18,"08:00",1083,1,"NB_NS",1,"North",812,0,NA,8912,39,761
"674",962,962,962,1922,14,2,18,"08:00",1083,2,"NB_MID",1,"North",957,0,NA,8416,31,912
"675",963,963,963,1923,14,2,18,"08:00",1083,3,"NB_OS",1,"North",1024,0,NA,9195,23,984
"676",964,964,964,1927,14,2,18,"09:00",1083,1,"NB_NS",1,"North",687,0,NA,12956,54,636
"677",965,965,965,1928,14,2,18,"09:00",1083,2,"NB_MID",1,"North",893,0,NA,13536,52,845
"678",966,966,966,1929,14,2,18,"09:00",1083,3,"NB_OS",1,"North",893,0,NA,13974,29,859
"679",967,967,967,1933,14,2,18,"10:00",1083,1,"NB_NS",1,"North",573,0,NA,13428,63,526
"680",968,968,968,1934,14,2,18,"10:00",1083,2,"NB_MID",1,"North",620,0,NA,14483,74,564
"681",969,969,969,1935,14,2,18,"10:00",1083,3,"NB_OS",1,"North",559,0,NA,15496,36,538
"682",970,970,970,1939,14,2,18,"11:00",1083,1,"NB_NS",1,"North",554,0,NA,13706,58,503
"683",971,971,971,1940,14,2,18,"11:00",1083,2,"NB_MID",1,"North",614,0,NA,14578,50,568
"684",972,972,972,1941,14,2,18,"11:00",1083,3,"NB_OS",1,"North",511,0,NA,15639,53,479
"685",973,973,973,1945,14,2,18,"12:00",1083,1,"NB_NS",1,"North",560,0,NA,13503,59,513
"686",974,974,974,1946,14,2,18,"12:00",1083,2,"NB_MID",1,"North",656,0,NA,14190,43,615
"687",975,975,975,1947,14,2,18,"12:00",1083,3,"NB_OS",1,"North",536,0,NA,15213,39,507
"688",976,976,976,1951,14,2,18,"13:00",1083,1,"NB_NS",1,"North",575,0,NA,13804,73,520
"689",977,977,977,1952,14,2,18,"13:00",1083,2,"NB_MID",1,"North",617,0,NA,14486,49,573
"690",978,978,978,1953,14,2,18,"13:00",1083,3,"NB_OS",1,"North",504,0,NA,15242,52,475
"691",979,979,979,1957,14,2,18,"14:00",1083,1,"NB_NS",1,"North",587,0,NA,13693,53,540
"692",980,980,980,1958,14,2,18,"14:00",1083,2,"NB_MID",1,"North",565,0,NA,14560,58,531
"693",981,981,981,1959,14,2,18,"14:00",1083,3,"NB_OS",1,"North",496,0,NA,15375,30,479
"694",982,982,982,1963,14,2,18,"15:00",1083,1,"NB_NS",1,"North",669,0,NA,13397,67,605
"695",983,983,983,1964,14,2,18,"15:00",1083,2,"NB_MID",1,"North",549,0,NA,14513,53,511
"696",984,984,984,1965,14,2,18,"15:00",1083,3,"NB_OS",1,"North",521,0,NA,15203,44,497
"697",985,985,985,1969,14,2,18,"16:00",1083,1,"NB_NS",1,"North",965,0,NA,11344,47,902
"698",986,986,986,1970,14,2,18,"16:00",1083,2,"NB_MID",1,"North",639,0,NA,13240,39,606
"699",987,987,987,1971,14,2,18,"16:00",1083,3,"NB_OS",1,"North",706,0,NA,13950,28,684
"700",988,988,988,1975,14,2,18,"17:00",1083,1,"NB_NS",1,"North",879,0,NA,6585,48,815
"701",989,989,989,1976,14,2,18,"17:00",1083,2,"NB_MID",1,"North",877,0,NA,9278,24,846
"702",990,990,990,1977,14,2,18,"17:00",1083,3,"NB_OS",1,"North",970,0,NA,10422,21,945
"703",991,991,991,1981,14,2,18,"18:00",1083,1,"NB_NS",1,"North",906,0,NA,11212,23,870
"704",992,992,992,1982,14,2,18,"18:00",1083,2,"NB_MID",1,"North",715,0,NA,12925,20,695
"705",993,993,993,1983,14,2,18,"18:00",1083,3,"NB_OS",1,"North",818,0,NA,13431,7,808
"706",994,994,994,1987,14,2,18,"19:00",1083,1,"NB_NS",1,"North",425,0,NA,14371,28,407
"707",995,995,995,1988,14,2,18,"19:00",1083,2,"NB_MID",1,"North",460,0,NA,15191,7,455
"708",996,996,996,1989,14,2,18,"19:00",1083,3,"NB_OS",1,"North",417,0,NA,15532,12,412
"709",997,997,997,1993,14,2,18,"20:00",1083,1,"NB_NS",1,"North",295,0,NA,15299,20,282
"710",998,998,998,1994,14,2,18,"20:00",1083,2,"NB_MID",1,"North",325,0,NA,15585,15,316
"711",999,999,999,1995,14,2,18,"20:00",1083,3,"NB_OS",1,"North",235,0,NA,15884,9,233
"712",1000,1000,1000,1999,14,2,18,"21:00",1083,1,"NB_NS",1,"North",218,0,NA,15573,23,207
"713",1001,1001,1001,2000,14,2,18,"21:00",1083,2,"NB_MID",1,"North",225,0,NA,15809,4,224
"714",1002,1002,1002,2001,14,2,18,"21:00",1083,3,"NB_OS",1,"North",147,0,NA,16448,14,145
"715",1003,1003,1003,2005,14,2,18,"22:00",1083,1,"NB_NS",1,"North",180,0,NA,15589,56,166
"716",1004,1004,1004,2006,14,2,18,"22:00",1083,2,"NB_MID",1,"North",188,0,NA,16200,16,184
"717",1005,1005,1005,2007,14,2,18,"22:00",1083,3,"NB_OS",1,"North",107,0,NA,16485,9,106
"718",1006,1006,1006,2011,14,2,18,"23:00",1083,1,"NB_NS",1,"North",104,0,NA,15924,19,97
"719",1007,1007,1007,2012,14,2,18,"23:00",1083,2,"NB_MID",1,"North",142,0,NA,15970,28,137
"720",1008,1008,1008,2013,14,2,18,"23:00",1083,3,"NB_OS",1,"North",53,0,NA,17081,19,51
"721",1009,1009,1009,2017,15,2,18,"00:00",1083,1,"NB_NS",1,"North",65,0,NA,16171,46,62
"722",1010,1010,1010,2018,15,2,18,"00:00",1083,2,"NB_MID",1,"North",95,0,NA,16816,32,92
"723",1011,1011,1011,2019,15,2,18,"00:00",1083,3,"NB_OS",1,"North",20,0,NA,17764,50,19
"724",1012,1012,1012,2023,15,2,18,"01:00",1083,1,"NB_NS",1,"North",37,0,NA,16389,81,32
"725",1013,1013,1013,2024,15,2,18,"01:00",1083,2,"NB_MID",1,"North",41,0,NA,17967,73,37
"726",1014,1014,1014,2025,15,2,18,"01:00",1083,3,"NB_OS",1,"North",10,0,NA,17000,0,10
"727",1015,1015,1015,2029,15,2,18,"02:00",1083,1,"NB_NS",1,"North",26,0,NA,16314,38,25
"728",1016,1016,1016,2030,15,2,18,"02:00",1083,2,"NB_MID",1,"North",37,0,NA,16974,54,35
"729",1017,1017,1017,2031,15,2,18,"02:00",1083,3,"NB_OS",1,"North",4,0,NA,14653,250,3
"730",1018,1018,1018,2035,15,2,18,"03:00",1083,1,"NB_NS",1,"North",27,0,NA,16389,0,26
"731",1019,1019,1019,2036,15,2,18,"03:00",1083,2,"NB_MID",1,"North",34,0,NA,17941,88,31
"732",1020,1020,1020,2037,15,2,18,"03:00",1083,3,"NB_OS",1,"North",4,0,NA,17431,0,4
"733",1021,1021,1021,2041,15,2,18,"04:00",1083,1,"NB_NS",1,"North",46,0,NA,16932,65,43
"734",1022,1022,1022,2042,15,2,18,"04:00",1083,2,"NB_MID",1,"North",49,0,NA,16678,143,42
"735",1023,1023,1023,2043,15,2,18,"04:00",1083,3,"NB_OS",1,"North",14,0,NA,16210,0,14
"736",1024,1024,1024,2047,15,2,18,"05:00",1083,1,"NB_NS",1,"North",138,0,NA,16373,22,131
"737",1025,1025,1025,2048,15,2,18,"05:00",1083,2,"NB_MID",1,"North",155,0,NA,16570,71,140
"738",1026,1026,1026,2049,15,2,18,"05:00",1083,3,"NB_OS",1,"North",69,0,NA,17742,0,67
"739",1027,1027,1027,2053,15,2,18,"06:00",1083,1,"NB_NS",1,"North",344,0,NA,14934,47,315
"740",1028,1028,1028,2054,15,2,18,"06:00",1083,2,"NB_MID",1,"North",444,0,NA,15325,32,428
"741",1029,1029,1029,2055,15,2,18,"06:00",1083,3,"NB_OS",1,"North",401,0,NA,15959,22,391
"742",1030,1030,1030,2059,15,2,18,"07:00",1083,1,"NB_NS",1,"North",814,0,NA,11988,32,771
"743",1031,1031,1031,2060,15,2,18,"07:00",1083,2,"NB_MID",1,"North",1131,0,NA,9982,31,1088
"744",1032,1032,1032,2061,15,2,18,"07:00",1083,3,"NB_OS",1,"North",1141,0,NA,10306,32,1098
"745",1033,1033,1033,2065,15,2,18,"08:00",1083,1,"NB_NS",1,"North",823,0,NA,11571,40,773
"746",1034,1034,1034,2066,15,2,18,"08:00",1083,2,"NB_MID",1,"North",977,0,NA,11469,38,927
"747",1035,1035,1035,2067,15,2,18,"08:00",1083,3,"NB_OS",1,"North",1076,0,NA,11651,19,1052
"748",1036,1036,1036,2071,15,2,18,"09:00",1083,1,"NB_NS",1,"North",689,0,NA,12880,57,635
"749",1037,1037,1037,2072,15,2,18,"09:00",1083,2,"NB_MID",1,"North",832,0,NA,13152,46,777
"750",1038,1038,1038,2073,15,2,18,"09:00",1083,3,"NB_OS",1,"North",862,0,NA,13848,20,842
"751",1039,1039,1039,2077,15,2,18,"10:00",1083,1,"NB_NS",1,"North",623,0,NA,13649,40,584
"752",1040,1040,1040,2078,15,2,18,"10:00",1083,2,"NB_MID",1,"North",643,0,NA,14717,75,589
"753",1041,1041,1041,2079,15,2,18,"10:00",1083,3,"NB_OS",1,"North",530,0,NA,15566,42,505
"754",1042,1042,1042,2083,15,2,18,"11:00",1083,1,"NB_NS",1,"North",614,0,NA,13449,59,563
"755",1043,1043,1043,2084,15,2,18,"11:00",1083,2,"NB_MID",1,"North",629,0,NA,14674,43,595
"756",1044,1044,1044,2085,15,2,18,"11:00",1083,3,"NB_OS",1,"North",532,0,NA,15779,53,504
"757",1045,1045,1045,2089,15,2,18,"12:00",1083,1,"NB_NS",1,"North",679,0,NA,13563,59,623
"758",1046,1046,1046,2090,15,2,18,"12:00",1083,2,"NB_MID",1,"North",649,0,NA,14736,32,620
"759",1047,1047,1047,2091,15,2,18,"12:00",1083,3,"NB_OS",1,"North",576,0,NA,15677,30,558
"760",1048,1048,1048,2095,15,2,18,"13:00",1083,1,"NB_NS",1,"North",605,0,NA,14208,66,549
"761",1049,1049,1049,2096,15,2,18,"13:00",1083,2,"NB_MID",1,"North",605,0,NA,15242,61,558
"762",1050,1050,1050,2097,15,2,18,"13:00",1083,3,"NB_OS",1,"North",454,0,NA,15803,29,436
"763",1051,1051,1051,2101,15,2,18,"14:00",1083,1,"NB_NS",1,"North",607,0,NA,13556,59,554
"764",1052,1052,1052,2102,15,2,18,"14:00",1083,2,"NB_MID",1,"North",578,0,NA,14894,67,531
"765",1053,1053,1053,2103,15,2,18,"14:00",1083,3,"NB_OS",1,"North",525,0,NA,15684,44,500
