"","X.3","X.2","X.1","X","day","month","year","time","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class2Volume"
"253",397,397,397,793,6,2,18,"12:00",1083,1,"NB_NS",1,"North",580,0,NA,13703,84,517
"254",398,398,398,794,6,2,18,"12:00",1083,2,"NB_MID",1,"North",650,0,NA,14373,35,617
"255",399,399,399,795,6,2,18,"12:00",1083,3,"NB_OS",1,"North",522,0,NA,15446,36,501
"256",400,400,400,799,6,2,18,"13:00",1083,1,"NB_NS",1,"North",659,0,NA,13314,59,600
"257",401,401,401,800,6,2,18,"13:00",1083,2,"NB_MID",1,"North",705,0,NA,14375,62,654
"258",402,402,402,801,6,2,18,"13:00",1083,3,"NB_OS",1,"North",576,0,NA,15622,31,555
"259",403,403,403,805,6,2,18,"14:00",1083,1,"NB_NS",1,"North",593,0,NA,13272,84,527
"260",404,404,404,806,6,2,18,"14:00",1083,2,"NB_MID",1,"North",618,0,NA,14458,68,569
"261",405,405,405,807,6,2,18,"14:00",1083,3,"NB_OS",1,"North",510,0,NA,15204,33,492
"262",406,406,406,811,6,2,18,"15:00",1083,1,"NB_NS",1,"North",684,0,NA,13040,76,613
"263",407,407,407,812,6,2,18,"15:00",1083,2,"NB_MID",1,"North",539,0,NA,14198,52,498
"264",408,408,408,813,6,2,18,"15:00",1083,3,"NB_OS",1,"North",566,0,NA,14481,37,541
"265",409,409,409,817,6,2,18,"16:00",1083,1,"NB_NS",1,"North",966,0,NA,11037,45,905
"266",410,410,410,818,6,2,18,"16:00",1083,2,"NB_MID",1,"North",659,0,NA,13063,24,626
"267",411,411,411,819,6,2,18,"16:00",1083,3,"NB_OS",1,"North",800,0,NA,13494,25,775
"268",412,412,412,823,6,2,18,"17:00",1083,1,"NB_NS",1,"North",999,0,NA,10458,28,958
"269",413,413,413,824,6,2,18,"17:00",1083,2,"NB_MID",1,"North",808,0,NA,12178,22,779
"270",414,414,414,825,6,2,18,"17:00",1083,3,"NB_OS",1,"North",836,0,NA,12998,13,821
"271",415,415,415,829,6,2,18,"18:00",1083,1,"NB_NS",1,"North",665,0,NA,12431,21,640
"272",416,416,416,830,6,2,18,"18:00",1083,2,"NB_MID",1,"North",657,0,NA,13366,9,648
"273",417,417,417,831,6,2,18,"18:00",1083,3,"NB_OS",1,"North",667,0,NA,13764,10,659
"274",418,418,418,835,6,2,18,"19:00",1083,1,"NB_NS",1,"North",404,0,NA,14396,15,387
"275",419,419,419,836,6,2,18,"19:00",1083,2,"NB_MID",1,"North",464,0,NA,15019,24,448
"276",420,420,420,837,6,2,18,"19:00",1083,3,"NB_OS",1,"North",405,0,NA,15345,7,401
"277",421,421,421,841,6,2,18,"20:00",1083,1,"NB_NS",1,"North",295,0,NA,14891,20,284
"278",422,422,422,842,6,2,18,"20:00",1083,2,"NB_MID",1,"North",316,0,NA,15674,16,308
"279",423,423,423,843,6,2,18,"20:00",1083,3,"NB_OS",1,"North",256,0,NA,16430,8,253
"280",424,424,424,847,6,2,18,"21:00",1083,1,"NB_NS",1,"North",222,0,NA,14973,14,214
"281",425,425,425,848,6,2,18,"21:00",1083,2,"NB_MID",1,"North",264,0,NA,16411,27,252
"282",426,426,426,849,6,2,18,"21:00",1083,3,"NB_OS",1,"North",160,0,NA,16252,19,157
"283",427,427,427,853,6,2,18,"22:00",1083,1,"NB_NS",1,"North",168,0,NA,15848,24,161
"284",428,428,428,854,6,2,18,"22:00",1083,2,"NB_MID",1,"North",164,0,NA,16264,6,162
"285",429,429,429,855,6,2,18,"22:00",1083,3,"NB_OS",1,"North",98,0,NA,17143,20,96
"286",430,430,430,859,6,2,18,"23:00",1083,1,"NB_NS",1,"North",98,0,NA,15397,51,88
"287",431,431,431,860,6,2,18,"23:00",1083,2,"NB_MID",1,"North",115,0,NA,16287,26,111
"288",432,432,432,861,6,2,18,"23:00",1083,3,"NB_OS",1,"North",33,0,NA,16818,0,33
"289",433,433,433,865,7,2,18,"00:00",1083,1,"NB_NS",1,"North",34,0,NA,16201,88,31
"290",434,434,434,866,7,2,18,"00:00",1083,2,"NB_MID",1,"North",84,0,NA,16564,24,82
"291",435,435,435,867,7,2,18,"00:00",1083,3,"NB_OS",1,"North",20,0,NA,17306,0,20
"292",436,436,436,871,7,2,18,"01:00",1083,1,"NB_NS",1,"North",27,0,NA,16060,74,25
"293",437,437,437,872,7,2,18,"01:00",1083,2,"NB_MID",1,"North",43,0,NA,16770,140,37
"294",438,438,438,873,7,2,18,"01:00",1083,3,"NB_OS",1,"North",8,0,NA,16632,0,8
"295",439,439,439,877,7,2,18,"02:00",1083,1,"NB_NS",1,"North",24,0,NA,16667,42,22
"296",440,440,440,878,7,2,18,"02:00",1083,2,"NB_MID",1,"North",24,0,NA,18194,167,20
"297",441,441,441,879,7,2,18,"02:00",1083,3,"NB_OS",1,"North",8,0,NA,16875,0,8
"298",442,442,442,883,7,2,18,"03:00",1083,1,"NB_NS",1,"North",31,0,NA,16801,65,28
"299",443,443,443,884,7,2,18,"03:00",1083,2,"NB_MID",1,"North",20,0,NA,16903,0,20
"300",444,444,444,885,7,2,18,"03:00",1083,3,"NB_OS",1,"North",7,0,NA,19008,143,6
"301",445,445,445,889,7,2,18,"04:00",1083,1,"NB_NS",1,"North",24,0,NA,15880,42,23
"302",446,446,446,890,7,2,18,"04:00",1083,2,"NB_MID",1,"North",54,0,NA,16127,74,49
"303",447,447,447,891,7,2,18,"04:00",1083,3,"NB_OS",1,"North",19,0,NA,16023,53,18
"304",448,448,448,895,7,2,18,"05:00",1083,1,"NB_NS",1,"North",154,0,NA,15449,39,141
"305",449,449,449,896,7,2,18,"05:00",1083,2,"NB_MID",1,"North",149,0,NA,16779,27,143
"306",450,450,450,897,7,2,18,"05:00",1083,3,"NB_OS",1,"North",60,0,NA,18218,17,57
"307",451,451,451,901,7,2,18,"06:00",1083,1,"NB_NS",1,"North",336,0,NA,14438,51,306
"308",452,452,452,902,7,2,18,"06:00",1083,2,"NB_MID",1,"North",422,0,NA,14884,26,407
"309",453,453,453,903,7,2,18,"06:00",1083,3,"NB_OS",1,"North",397,0,NA,15805,18,389
"310",454,454,454,907,7,2,18,"07:00",1083,1,"NB_NS",1,"North",803,0,NA,11207,30,760
"311",455,455,455,908,7,2,18,"07:00",1083,2,"NB_MID",1,"North",1034,0,NA,9062,25,1001
"312",456,456,456,909,7,2,18,"07:00",1083,3,"NB_OS",1,"North",1119,0,NA,9154,30,1075
"313",457,457,457,913,7,2,18,"08:00",1083,1,"NB_NS",1,"North",940,0,NA,8027,32,900
"314",458,458,458,914,7,2,18,"08:00",1083,2,"NB_MID",1,"North",854,0,NA,6367,55,786
"315",459,459,459,915,7,2,18,"08:00",1083,3,"NB_OS",1,"North",874,0,NA,6705,41,820
"316",460,460,460,919,7,2,18,"09:00",1083,1,"NB_NS",1,"North",733,0,NA,10687,52,671
"317",461,461,461,920,7,2,18,"09:00",1083,2,"NB_MID",1,"North",886,0,NA,10485,40,846
"318",462,462,462,921,7,2,18,"09:00",1083,3,"NB_OS",1,"North",919,0,NA,11191,29,887
"319",463,463,463,925,7,2,18,"10:00",1083,1,"NB_NS",1,"North",555,0,NA,13733,67,498
"320",464,464,464,926,7,2,18,"10:00",1083,2,"NB_MID",1,"North",694,0,NA,14637,56,649
"321",465,465,465,927,7,2,18,"10:00",1083,3,"NB_OS",1,"North",518,0,NA,15542,44,492
"322",466,466,466,931,7,2,18,"11:00",1083,1,"NB_NS",1,"North",586,0,NA,13865,44,535
"323",467,467,467,932,7,2,18,"11:00",1083,2,"NB_MID",1,"North",636,0,NA,14518,66,589
"324",468,468,468,933,7,2,18,"11:00",1083,3,"NB_OS",1,"North",485,0,NA,15394,37,464
"325",469,469,469,937,7,2,18,"12:00",1083,1,"NB_NS",1,"North",604,0,NA,13746,68,547
"326",470,470,470,938,7,2,18,"12:00",1083,2,"NB_MID",1,"North",647,0,NA,14886,37,614
"327",471,471,471,939,7,2,18,"12:00",1083,3,"NB_OS",1,"North",523,0,NA,15660,38,502
"328",472,472,472,943,7,2,18,"13:00",1083,1,"NB_NS",1,"North",603,0,NA,13587,50,553
"329",473,473,473,944,7,2,18,"13:00",1083,2,"NB_MID",1,"North",592,0,NA,15069,56,548
"330",474,474,474,945,7,2,18,"13:00",1083,3,"NB_OS",1,"North",515,0,NA,15482,43,490
"331",475,475,475,949,7,2,18,"14:00",1083,1,"NB_NS",1,"North",631,0,NA,13725,60,574
"332",476,476,476,950,7,2,18,"14:00",1083,2,"NB_MID",1,"North",561,0,NA,14786,55,517
"333",477,477,477,951,7,2,18,"14:00",1083,3,"NB_OS",1,"North",500,0,NA,15415,42,476
"334",478,478,478,955,7,2,18,"15:00",1083,1,"NB_NS",1,"North",702,0,NA,13407,57,641
"335",479,479,479,956,7,2,18,"15:00",1083,2,"NB_MID",1,"North",600,0,NA,14861,53,555
"336",480,480,480,957,7,2,18,"15:00",1083,3,"NB_OS",1,"North",578,0,NA,15209,19,564
"337",481,481,481,961,7,2,18,"16:00",1083,1,"NB_NS",1,"North",952,0,NA,11505,40,890
"338",482,482,482,962,7,2,18,"16:00",1083,2,"NB_MID",1,"North",718,0,NA,13390,39,683
"339",483,483,483,963,7,2,18,"16:00",1083,3,"NB_OS",1,"North",783,0,NA,14238,24,761
"340",484,484,484,967,7,2,18,"17:00",1083,1,"NB_NS",1,"North",1011,0,NA,11467,25,972
"341",485,485,485,968,7,2,18,"17:00",1083,2,"NB_MID",1,"North",805,0,NA,13225,17,782
"342",486,486,486,969,7,2,18,"17:00",1083,3,"NB_OS",1,"North",884,0,NA,13402,14,870
"343",487,487,487,973,7,2,18,"18:00",1083,1,"NB_NS",1,"North",719,0,NA,12857,28,690
"344",488,488,488,974,7,2,18,"18:00",1083,2,"NB_MID",1,"North",613,0,NA,13870,20,597
"345",489,489,489,975,7,2,18,"18:00",1083,3,"NB_OS",1,"North",714,0,NA,14181,1,710
"346",490,490,490,979,7,2,18,"19:00",1083,1,"NB_NS",1,"North",425,0,NA,14480,16,410
"347",491,491,491,980,7,2,18,"19:00",1083,2,"NB_MID",1,"North",448,0,NA,15195,7,442
"348",492,492,492,981,7,2,18,"19:00",1083,3,"NB_OS",1,"North",372,0,NA,15464,5,368
"349",493,493,493,985,7,2,18,"20:00",1083,1,"NB_NS",1,"North",325,0,NA,15048,6,318
"350",494,494,494,986,7,2,18,"20:00",1083,2,"NB_MID",1,"North",365,0,NA,15785,11,357
"351",495,495,495,987,7,2,18,"20:00",1083,3,"NB_OS",1,"North",265,0,NA,16422,19,260
"352",496,496,496,991,7,2,18,"21:00",1083,1,"NB_NS",1,"North",219,0,NA,15252,18,207
"353",497,497,497,992,7,2,18,"21:00",1083,2,"NB_MID",1,"North",241,0,NA,16083,8,238
"354",498,498,498,993,7,2,18,"21:00",1083,3,"NB_OS",1,"North",173,0,NA,16061,12,170
"355",499,499,499,997,7,2,18,"22:00",1083,1,"NB_NS",1,"North",169,0,NA,15549,47,156
"356",500,500,500,998,7,2,18,"22:00",1083,2,"NB_MID",1,"North",189,0,NA,16405,26,183
"357",501,501,501,999,7,2,18,"22:00",1083,3,"NB_OS",1,"North",113,0,NA,17040,9,112
"358",502,502,502,1003,7,2,18,"23:00",1083,1,"NB_NS",1,"North",92,0,NA,14925,22,87
"359",503,503,503,1004,7,2,18,"23:00",1083,2,"NB_MID",1,"North",122,0,NA,17070,33,117
"360",504,504,504,1005,7,2,18,"23:00",1083,3,"NB_OS",1,"North",36,0,NA,16759,0,36
"361",505,505,505,1009,8,2,18,"00:00",1083,1,"NB_NS",1,"North",48,0,NA,16354,104,42
"362",506,506,506,1010,8,2,18,"00:00",1083,2,"NB_MID",1,"North",69,0,NA,16353,29,67
"363",507,507,507,1011,8,2,18,"00:00",1083,3,"NB_OS",1,"North",8,0,NA,17882,0,8
"364",508,508,508,1015,8,2,18,"01:00",1083,1,"NB_NS",1,"North",32,0,NA,17543,156,27
"365",509,509,509,1016,8,2,18,"01:00",1083,2,"NB_MID",1,"North",39,0,NA,17301,51,37
"366",510,510,510,1017,8,2,18,"01:00",1083,3,"NB_OS",1,"North",6,0,NA,18935,0,6
"367",511,511,511,1021,8,2,18,"02:00",1083,1,"NB_NS",1,"North",20,0,NA,15472,100,18
"368",512,512,512,1022,8,2,18,"02:00",1083,2,"NB_MID",1,"North",37,0,NA,15758,135,30
"369",513,513,513,1023,8,2,18,"02:00",1083,3,"NB_OS",1,"North",4,0,NA,18750,0,4
"370",514,514,514,1027,8,2,18,"03:00",1083,1,"NB_NS",1,"North",25,0,NA,16778,80,22
"371",515,515,515,1028,8,2,18,"03:00",1083,2,"NB_MID",1,"North",23,0,NA,16594,87,21
"372",516,516,516,1029,8,2,18,"03:00",1083,3,"NB_OS",1,"North",4,0,NA,16597,0,4
"373",517,517,517,1033,8,2,18,"04:00",1083,1,"NB_NS",1,"North",32,0,NA,16363,62,30
"374",518,518,518,1034,8,2,18,"04:00",1083,2,"NB_MID",1,"North",49,0,NA,16162,61,46
"375",519,519,519,1035,8,2,18,"04:00",1083,3,"NB_OS",1,"North",13,0,NA,16603,0,13
"376",520,520,520,1039,8,2,18,"05:00",1083,1,"NB_NS",1,"North",154,0,NA,16082,26,144
"377",521,521,521,1040,8,2,18,"05:00",1083,2,"NB_MID",1,"North",149,0,NA,17226,54,138
"378",522,522,522,1041,8,2,18,"05:00",1083,3,"NB_OS",1,"North",65,0,NA,17120,15,64
"379",523,523,523,1045,8,2,18,"06:00",1083,1,"NB_NS",1,"North",334,0,NA,14810,48,305
"380",524,524,524,1046,8,2,18,"06:00",1083,2,"NB_MID",1,"North",466,0,NA,15045,32,448
"381",525,525,525,1047,8,2,18,"06:00",1083,3,"NB_OS",1,"North",450,0,NA,15330,11,444
"382",526,526,526,1051,8,2,18,"07:00",1083,1,"NB_NS",1,"North",808,0,NA,11093,40,759
"383",527,527,527,1052,8,2,18,"07:00",1083,2,"NB_MID",1,"North",1102,0,NA,9210,28,1060
"384",528,528,528,1053,8,2,18,"07:00",1083,3,"NB_OS",1,"North",1132,0,NA,9344,23,1094
"385",529,529,529,1057,8,2,18,"08:00",1083,1,"NB_NS",1,"North",918,0,NA,8909,37,868
"386",530,530,530,1058,8,2,18,"08:00",1083,2,"NB_MID",1,"North",954,0,NA,7392,27,917
"387",531,531,531,1059,8,2,18,"08:00",1083,3,"NB_OS",1,"North",950,0,NA,7998,32,907
"388",532,532,532,1063,8,2,18,"09:00",1083,1,"NB_NS",1,"North",683,0,NA,13163,53,630
"389",533,533,533,1064,8,2,18,"09:00",1083,2,"NB_MID",1,"North",887,0,NA,13115,50,831
"390",534,534,534,1065,8,2,18,"09:00",1083,3,"NB_OS",1,"North",925,0,NA,13496,15,907
"391",535,535,535,1069,8,2,18,"10:00",1083,1,"NB_NS",1,"North",575,0,NA,13660,56,527
"392",536,536,536,1070,8,2,18,"10:00",1083,2,"NB_MID",1,"North",602,0,NA,14767,71,550
"393",537,537,537,1071,8,2,18,"10:00",1083,3,"NB_OS",1,"North",539,0,NA,15538,37,517
"394",538,538,538,1075,8,2,18,"11:00",1083,1,"NB_NS",1,"North",581,0,NA,13799,65,525
"395",539,539,539,1076,8,2,18,"11:00",1083,2,"NB_MID",1,"North",633,0,NA,14790,62,580
"396",540,540,540,1077,8,2,18,"11:00",1083,3,"NB_OS",1,"North",494,0,NA,15395,32,474
"397",541,541,541,1081,8,2,18,"12:00",1083,1,"NB_NS",1,"North",581,0,NA,13542,71,523
"398",542,542,542,1082,8,2,18,"12:00",1083,2,"NB_MID",1,"North",631,0,NA,14570,54,590
"399",543,543,543,1083,8,2,18,"12:00",1083,3,"NB_OS",1,"North",523,0,NA,15471,40,499
"400",544,544,544,1087,8,2,18,"13:00",1083,1,"NB_NS",1,"North",617,0,NA,13459,70,559
"401",545,545,545,1088,8,2,18,"13:00",1083,2,"NB_MID",1,"North",576,0,NA,15055,54,538
"402",546,546,546,1089,8,2,18,"13:00",1083,3,"NB_OS",1,"North",447,0,NA,15618,38,428
"403",547,547,547,1093,8,2,18,"14:00",1083,1,"NB_NS",1,"North",580,0,NA,13763,47,538
"404",548,548,548,1094,8,2,18,"14:00",1083,2,"NB_MID",1,"North",542,0,NA,14712,83,491
"405",549,549,549,1095,8,2,18,"14:00",1083,3,"NB_OS",1,"North",460,0,NA,15622,48,437
"406",550,550,550,1099,8,2,18,"15:00",1083,1,"NB_NS",1,"North",743,0,NA,11115,67,680
"407",551,551,551,1100,8,2,18,"15:00",1083,2,"NB_MID",1,"North",554,0,NA,10751,52,513
"408",552,552,552,1101,8,2,18,"15:00",1083,3,"NB_OS",1,"North",537,0,NA,10635,54,493
"409",553,553,553,1105,8,2,18,"16:00",1083,1,"NB_NS",1,"North",911,0,NA,8882,40,856
"410",554,554,554,1106,8,2,18,"16:00",1083,2,"NB_MID",1,"North",747,0,NA,11805,29,711
"411",555,555,555,1107,8,2,18,"16:00",1083,3,"NB_OS",1,"North",792,0,NA,12715,24,769
"412",556,556,556,1111,8,2,18,"17:00",1083,1,"NB_NS",1,"North",810,0,NA,5369,43,763
"413",557,557,557,1112,8,2,18,"17:00",1083,2,"NB_MID",1,"North",949,0,NA,8523,20,912
"414",558,558,558,1113,8,2,18,"17:00",1083,3,"NB_OS",1,"North",1055,0,NA,9209,22,1028
"415",559,559,559,1117,8,2,18,"18:00",1083,1,"NB_NS",1,"North",858,0,NA,6887,27,819
"416",560,560,560,1118,8,2,18,"18:00",1083,2,"NB_MID",1,"North",905,0,NA,9922,17,881
"417",561,561,561,1119,8,2,18,"18:00",1083,3,"NB_OS",1,"North",901,0,NA,11401,21,881
"418",562,562,562,1123,8,2,18,"19:00",1083,1,"NB_NS",1,"North",459,0,NA,13834,9,447
"419",563,563,563,1124,8,2,18,"19:00",1083,2,"NB_MID",1,"North",537,0,NA,14811,22,520
"420",564,564,564,1125,8,2,18,"19:00",1083,3,"NB_OS",1,"North",425,0,NA,15793,19,417
"421",565,565,565,1129,8,2,18,"20:00",1083,1,"NB_NS",1,"North",337,0,NA,14981,30,320
"422",566,566,566,1130,8,2,18,"20:00",1083,2,"NB_MID",1,"North",389,0,NA,15576,15,378
"423",567,567,567,1131,8,2,18,"20:00",1083,3,"NB_OS",1,"North",252,0,NA,15939,4,251
"424",568,568,568,1135,8,2,18,"21:00",1083,1,"NB_NS",1,"North",228,0,NA,15281,9,219
"425",569,569,569,1136,8,2,18,"21:00",1083,2,"NB_MID",1,"North",275,0,NA,15761,18,263
"426",570,570,570,1137,8,2,18,"21:00",1083,3,"NB_OS",1,"North",186,0,NA,15884,0,185
"427",571,571,571,1141,8,2,18,"22:00",1083,1,"NB_NS",1,"North",187,0,NA,14957,70,170
"428",572,572,572,1142,8,2,18,"22:00",1083,2,"NB_MID",1,"North",251,0,NA,15559,20,245
"429",573,573,573,1143,8,2,18,"22:00",1083,3,"NB_OS",1,"North",106,0,NA,16693,38,102
"430",574,574,574,1147,8,2,18,"23:00",1083,1,"NB_NS",1,"North",109,0,NA,15528,9,105
"431",575,575,575,1148,8,2,18,"23:00",1083,2,"NB_MID",1,"North",156,0,NA,16392,26,152
"432",576,576,576,1149,8,2,18,"23:00",1083,3,"NB_OS",1,"North",56,0,NA,16691,0,55
"433",577,577,577,1153,9,2,18,"00:00",1083,1,"NB_NS",1,"North",60,0,NA,16514,83,55
"434",578,578,578,1154,9,2,18,"00:00",1083,2,"NB_MID",1,"North",84,0,NA,16769,12,82
"435",579,579,579,1155,9,2,18,"00:00",1083,3,"NB_OS",1,"North",21,0,NA,17169,95,19
"436",580,580,580,1159,9,2,18,"01:00",1083,1,"NB_NS",1,"North",37,0,NA,16494,189,30
"437",581,581,581,1160,9,2,18,"01:00",1083,2,"NB_MID",1,"North",50,0,NA,17278,20,49
"438",582,582,582,1161,9,2,18,"01:00",1083,3,"NB_OS",1,"North",12,0,NA,16991,83,11
"439",583,583,583,1165,9,2,18,"02:00",1083,1,"NB_NS",1,"North",31,0,NA,15860,97,28
"440",584,584,584,1166,9,2,18,"02:00",1083,2,"NB_MID",1,"North",45,0,NA,17167,89,40
"441",585,585,585,1167,9,2,18,"02:00",1083,3,"NB_OS",1,"North",8,0,NA,15764,0,8
"442",586,586,586,1171,9,2,18,"03:00",1083,1,"NB_NS",1,"North",21,0,NA,16773,95,19
"443",587,587,587,1172,9,2,18,"03:00",1083,2,"NB_MID",1,"North",27,0,NA,15854,0,27
"444",588,588,588,1173,9,2,18,"03:00",1083,3,"NB_OS",1,"North",9,0,NA,14969,111,8
"445",589,589,589,1177,9,2,18,"04:00",1083,1,"NB_NS",1,"North",41,0,NA,15691,146,35
"446",590,590,590,1178,9,2,18,"04:00",1083,2,"NB_MID",1,"North",59,0,NA,16747,34,57
"447",591,591,591,1179,9,2,18,"04:00",1083,3,"NB_OS",1,"North",14,0,NA,18016,0,14
"448",592,592,592,1183,9,2,18,"05:00",1083,1,"NB_NS",1,"North",166,0,NA,16078,54,151
"449",593,593,593,1184,9,2,18,"05:00",1083,2,"NB_MID",1,"North",156,0,NA,16640,90,139
"450",594,594,594,1185,9,2,18,"05:00",1083,3,"NB_OS",1,"North",60,0,NA,18042,17,59
"451",595,595,595,1189,9,2,18,"06:00",1083,1,"NB_NS",1,"North",336,0,NA,14825,48,307
"452",596,596,596,1190,9,2,18,"06:00",1083,2,"NB_MID",1,"North",431,0,NA,15401,39,411
"453",597,597,597,1191,9,2,18,"06:00",1083,3,"NB_OS",1,"North",362,0,NA,15756,22,353
"454",598,598,598,1195,9,2,18,"07:00",1083,1,"NB_NS",1,"North",776,0,NA,11185,23,736
"455",599,599,599,1196,9,2,18,"07:00",1083,2,"NB_MID",1,"North",1049,0,NA,8759,30,1008
"456",600,600,600,1197,9,2,18,"07:00",1083,3,"NB_OS",1,"North",1074,0,NA,9011,34,1029
"457",601,601,601,1201,9,2,18,"08:00",1083,1,"NB_NS",1,"North",835,0,NA,11197,32,787
"458",602,602,602,1202,9,2,18,"08:00",1083,2,"NB_MID",1,"North",967,0,NA,8937,44,912
"459",603,603,603,1203,9,2,18,"08:00",1083,3,"NB_OS",1,"North",1041,0,NA,8862,29,998
"460",604,604,604,1207,9,2,18,"09:00",1083,1,"NB_NS",1,"North",668,0,NA,13115,63,610
"461",605,605,605,1208,9,2,18,"09:00",1083,2,"NB_MID",1,"North",830,0,NA,13488,51,777
"462",606,606,606,1209,9,2,18,"09:00",1083,3,"NB_OS",1,"North",908,0,NA,14005,22,881
"463",607,607,607,1213,9,2,18,"10:00",1083,1,"NB_NS",1,"North",555,0,NA,13722,52,511
"464",608,608,608,1214,9,2,18,"10:00",1083,2,"NB_MID",1,"North",675,0,NA,14423,71,616
"465",609,609,609,1215,9,2,18,"10:00",1083,3,"NB_OS",1,"North",586,0,NA,15193,39,561
"466",610,610,610,1219,9,2,18,"11:00",1083,1,"NB_NS",1,"North",543,0,NA,13312,83,482
"467",611,611,611,1220,9,2,18,"11:00",1083,2,"NB_MID",1,"North",612,0,NA,14197,57,573
"468",612,612,612,1221,9,2,18,"11:00",1083,3,"NB_OS",1,"North",535,0,NA,14930,36,513
"469",613,613,613,1225,9,2,18,"12:00",1083,1,"NB_NS",1,"North",593,0,NA,13482,59,541
"470",614,614,614,1226,9,2,18,"12:00",1083,2,"NB_MID",1,"North",655,0,NA,14429,58,606
"471",615,615,615,1227,9,2,18,"12:00",1083,3,"NB_OS",1,"North",568,0,NA,15346,39,543
"472",616,616,616,1231,9,2,18,"13:00",1083,1,"NB_NS",1,"North",651,0,NA,13758,34,613
"473",617,617,617,1232,9,2,18,"13:00",1083,2,"NB_MID",1,"North",605,0,NA,14316,71,552
"474",618,618,618,1233,9,2,18,"13:00",1083,3,"NB_OS",1,"North",550,0,NA,15071,35,531
"475",619,619,619,1237,9,2,18,"14:00",1083,1,"NB_NS",1,"North",699,0,NA,12159,73,631
"476",620,620,620,1238,9,2,18,"14:00",1083,2,"NB_MID",1,"North",552,0,NA,12023,54,497
"477",621,621,621,1239,9,2,18,"14:00",1083,3,"NB_OS",1,"North",515,0,NA,13094,50,484
"478",622,622,622,1243,9,2,18,"15:00",1083,1,"NB_NS",1,"North",762,0,NA,12666,76,685
"479",623,623,623,1244,9,2,18,"15:00",1083,2,"NB_MID",1,"North",654,0,NA,14175,44,619
"480",624,624,624,1245,9,2,18,"15:00",1083,3,"NB_OS",1,"North",659,0,NA,14717,33,635
"481",625,625,625,1249,9,2,18,"16:00",1083,1,"NB_NS",1,"North",957,0,NA,12607,42,902
"482",626,626,626,1250,9,2,18,"16:00",1083,2,"NB_MID",1,"North",700,0,NA,13885,44,659
"483",627,627,627,1251,9,2,18,"16:00",1083,3,"NB_OS",1,"North",787,0,NA,14225,23,765
"484",628,628,628,1255,9,2,18,"17:00",1083,1,"NB_NS",1,"North",846,0,NA,11897,25,817
"485",629,629,629,1256,9,2,18,"17:00",1083,2,"NB_MID",1,"North",754,0,NA,13698,12,744
"486",630,630,630,1257,9,2,18,"17:00",1083,3,"NB_OS",1,"North",748,0,NA,14276,16,731
"487",631,631,631,1261,9,2,18,"18:00",1083,1,"NB_NS",1,"North",601,0,NA,13288,15,582
"488",632,632,632,1262,9,2,18,"18:00",1083,2,"NB_MID",1,"North",624,0,NA,14191,11,613
"489",633,633,633,1263,9,2,18,"18:00",1083,3,"NB_OS",1,"North",604,0,NA,14911,13,594
"490",634,634,634,1267,9,2,18,"19:00",1083,1,"NB_NS",1,"North",385,0,NA,14564,13,370
"491",635,635,635,1268,9,2,18,"19:00",1083,2,"NB_MID",1,"North",471,0,NA,15225,17,457
"492",636,636,636,1269,9,2,18,"19:00",1083,3,"NB_OS",1,"North",380,0,NA,15835,18,373
"493",637,637,637,1273,9,2,18,"20:00",1083,1,"NB_NS",1,"North",324,0,NA,15298,19,312
"494",638,638,638,1274,9,2,18,"20:00",1083,2,"NB_MID",1,"North",369,0,NA,15985,5,366
"495",639,639,639,1275,9,2,18,"20:00",1083,3,"NB_OS",1,"North",260,0,NA,16691,19,255
"496",640,640,640,1279,9,2,18,"21:00",1083,1,"NB_NS",1,"North",257,0,NA,15267,19,245
"497",641,641,641,1280,9,2,18,"21:00",1083,2,"NB_MID",1,"North",259,0,NA,16312,23,251
"498",642,642,642,1281,9,2,18,"21:00",1083,3,"NB_OS",1,"North",175,0,NA,16497,0,175
"499",643,643,643,1285,9,2,18,"22:00",1083,1,"NB_NS",1,"North",196,0,NA,15520,36,183
"500",644,644,644,1286,9,2,18,"22:00",1083,2,"NB_MID",1,"North",235,0,NA,16265,4,230
"501",645,645,645,1287,9,2,18,"22:00",1083,3,"NB_OS",1,"North",112,0,NA,16947,0,112
"502",646,646,646,1291,9,2,18,"23:00",1083,1,"NB_NS",1,"North",142,0,NA,15784,21,136
"503",647,647,647,1292,9,2,18,"23:00",1083,2,"NB_MID",1,"North",214,0,NA,16682,19,209
"504",648,648,648,1293,9,2,18,"23:00",1083,3,"NB_OS",1,"North",92,0,NA,17696,11,90
"505",793,793,793,1585,12,2,18,"00:00",1083,1,"NB_NS",1,"North",43,0,NA,16369,23,42
"506",794,794,794,1586,12,2,18,"00:00",1083,2,"NB_MID",1,"North",67,0,NA,15730,0,66
"507",795,795,795,1587,12,2,18,"00:00",1083,3,"NB_OS",1,"North",12,0,NA,16389,0,12
"508",796,796,796,1591,12,2,18,"01:00",1083,1,"NB_NS",1,"North",31,0,NA,15986,65,29
"509",797,797,797,1592,12,2,18,"01:00",1083,2,"NB_MID",1,"North",29,0,NA,15910,0,29
"510",798,798,798,1593,12,2,18,"01:00",1083,3,"NB_OS",1,"North",14,0,NA,15496,0,14
"511",799,799,799,1597,12,2,18,"02:00",1083,1,"NB_NS",1,"North",18,0,NA,15802,167,14
