"","Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class2Volume"
"1","01/02/18 00:00",1083,1,"NB_NS",1,"North",80,0,NA,15837,100,69
"2","01/02/18 00:00",1083,2,"NB_MID",1,"North",104,0,NA,16651,106,91
"3","01/02/18 00:00",1083,3,"NB_OS",1,"North",19,0,NA,16023,0,19
"4","01/02/18 00:00",1083,4,"SB_OS",2,"South",29,0,NA,17672,0,26
"5","01/02/18 00:00",1083,5,"SB_MID",2,"South",97,0,NA,18004,10,95
"6","01/02/18 00:00",1083,6,"SB_NS",2,"South",101,0,NA,16227,69,94
"7","01/02/18 01:00",1083,1,"NB_NS",1,"North",53,0,NA,16336,75,49
"8","01/02/18 01:00",1083,2,"NB_MID",1,"North",60,0,NA,17370,50,57
"9","01/02/18 01:00",1083,3,"NB_OS",1,"North",8,0,NA,16563,0,8
"10","01/02/18 01:00",1083,4,"SB_OS",2,"South",10,0,NA,16306,100,8
"11","01/02/18 01:00",1083,5,"SB_MID",2,"South",44,0,NA,17671,23,43
"12","01/02/18 01:00",1083,6,"SB_NS",2,"South",56,0,NA,16300,107,49
"13","01/02/18 02:00",1083,1,"NB_NS",1,"North",28,0,NA,16280,250,21
"14","01/02/18 02:00",1083,2,"NB_MID",1,"North",42,0,NA,16832,143,35
"15","01/02/18 02:00",1083,3,"NB_OS",1,"North",3,0,NA,17222,0,3
"16","01/02/18 02:00",1083,4,"SB_OS",2,"South",9,0,NA,17160,111,7
"17","01/02/18 02:00",1083,5,"SB_MID",2,"South",25,0,NA,17489,40,24
"18","01/02/18 02:00",1083,6,"SB_NS",2,"South",45,0,NA,16043,133,38
"19","01/02/18 03:00",1083,1,"NB_NS",1,"North",51,0,NA,17195,137,44
"20","01/02/18 03:00",1083,2,"NB_MID",1,"North",26,0,NA,16934,192,20
"21","01/02/18 03:00",1083,3,"NB_OS",1,"North",8,0,NA,15972,0,8
"22","01/02/18 03:00",1083,4,"SB_OS",2,"South",15,0,NA,16685,0,15
"23","01/02/18 03:00",1083,5,"SB_MID",2,"South",35,0,NA,17722,114,31
"24","01/02/18 03:00",1083,6,"SB_NS",2,"South",59,0,NA,17076,68,55
"25","01/02/18 04:00",1083,1,"NB_NS",1,"North",67,0,NA,16725,224,52
"26","01/02/18 04:00",1083,2,"NB_MID",1,"North",60,0,NA,16903,83,54
"27","01/02/18 04:00",1083,3,"NB_OS",1,"North",19,0,NA,16857,0,19
"28","01/02/18 04:00",1083,4,"SB_OS",2,"South",8,0,NA,17674,125,7
"29","01/02/18 04:00",1083,5,"SB_MID",2,"South",48,0,NA,18594,21,47
"30","01/02/18 04:00",1083,6,"SB_NS",2,"South",60,0,NA,16912,50,55
"31","01/02/18 05:00",1083,1,"NB_NS",1,"North",186,0,NA,16217,54,172
"32","01/02/18 05:00",1083,2,"NB_MID",1,"North",163,0,NA,16512,67,148
"33","01/02/18 05:00",1083,3,"NB_OS",1,"North",67,0,NA,18731,15,66
"34","01/02/18 05:00",1083,4,"SB_OS",2,"South",56,0,NA,16662,36,49
"35","01/02/18 05:00",1083,5,"SB_MID",2,"South",107,0,NA,17474,37,97
"36","01/02/18 05:00",1083,6,"SB_NS",2,"South",136,0,NA,17132,66,120
"37","01/02/18 06:00",1083,1,"NB_NS",1,"North",343,0,NA,14947,50,315
"38","01/02/18 06:00",1083,2,"NB_MID",1,"North",511,0,NA,15284,33,489
"39","01/02/18 06:00",1083,3,"NB_OS",1,"North",420,0,NA,15632,10,415
"40","01/02/18 06:00",1083,4,"SB_OS",2,"South",214,0,NA,17126,9,200
"41","01/02/18 06:00",1083,5,"SB_MID",2,"South",265,0,NA,17265,38,244
"42","01/02/18 06:00",1083,6,"SB_NS",2,"South",396,0,NA,16736,86,355
"43","01/02/18 07:00",1083,1,"NB_NS",1,"North",827,0,NA,11091,28,783
"44","01/02/18 07:00",1083,2,"NB_MID",1,"North",1097,0,NA,9314,24,1060
"45","01/02/18 07:00",1083,3,"NB_OS",1,"North",1124,0,NA,9381,36,1077
"46","01/02/18 07:00",1083,4,"SB_OS",2,"South",560,0,NA,15389,7,546
"47","01/02/18 07:00",1083,5,"SB_MID",2,"South",575,0,NA,15062,38,521
"48","01/02/18 07:00",1083,6,"SB_NS",2,"South",954,0,NA,14843,35,902
"49","01/02/18 08:00",1083,1,"NB_NS",1,"North",940,0,NA,8839,26,898
"50","01/02/18 08:00",1083,2,"NB_MID",1,"North",892,0,NA,7278,35,851
"51","01/02/18 08:00",1083,3,"NB_OS",1,"North",953,0,NA,7883,34,906
"52","01/02/18 08:00",1083,4,"SB_OS",2,"South",586,0,NA,15451,22,562
"53","01/02/18 08:00",1083,5,"SB_MID",2,"South",580,0,NA,15010,28,549
"54","01/02/18 08:00",1083,6,"SB_NS",2,"South",965,0,NA,14300,45,909
"55","01/02/18 09:00",1083,1,"NB_NS",1,"North",662,0,NA,12809,59,604
"56","01/02/18 09:00",1083,2,"NB_MID",1,"North",906,0,NA,13091,43,845
"57","01/02/18 09:00",1083,3,"NB_OS",1,"North",906,0,NA,13637,22,881
"58","01/02/18 09:00",1083,4,"SB_OS",2,"South",410,0,NA,16192,17,391
"59","01/02/18 09:00",1083,5,"SB_MID",2,"South",519,0,NA,15808,37,487
"60","01/02/18 09:00",1083,6,"SB_NS",2,"South",698,0,NA,14992,74,626
"61","01/02/18 10:00",1083,1,"NB_NS",1,"North",565,0,NA,13795,55,516
"62","01/02/18 10:00",1083,2,"NB_MID",1,"North",645,0,NA,14363,78,587
"63","01/02/18 10:00",1083,3,"NB_OS",1,"North",558,0,NA,15245,38,534
"64","01/02/18 10:00",1083,4,"SB_OS",2,"South",377,0,NA,16390,29,352
"65","01/02/18 10:00",1083,5,"SB_MID",2,"South",457,0,NA,15714,33,427
"66","01/02/18 10:00",1083,6,"SB_NS",2,"South",593,0,NA,15201,108,513
"67","01/02/18 11:00",1083,1,"NB_NS",1,"North",583,0,NA,13521,63,532
"68","01/02/18 11:00",1083,2,"NB_MID",1,"North",607,0,NA,14571,61,559
"69","01/02/18 11:00",1083,3,"NB_OS",1,"North",511,0,NA,15343,29,490
"70","01/02/18 11:00",1083,4,"SB_OS",2,"South",440,0,NA,16278,32,400
"71","01/02/18 11:00",1083,5,"SB_MID",2,"South",545,0,NA,15747,48,495
"72","01/02/18 11:00",1083,6,"SB_NS",2,"South",644,0,NA,15052,62,585
"73","01/02/18 12:00",1083,1,"NB_NS",1,"North",640,0,NA,13678,66,581
"74","01/02/18 12:00",1083,2,"NB_MID",1,"North",660,0,NA,14564,52,614
"75","01/02/18 12:00",1083,3,"NB_OS",1,"North",553,0,NA,15641,27,535
"76","01/02/18 12:00",1083,4,"SB_OS",2,"South",504,0,NA,16297,22,482
"77","01/02/18 12:00",1083,5,"SB_MID",2,"South",571,0,NA,15709,46,535
"78","01/02/18 12:00",1083,6,"SB_NS",2,"South",673,0,NA,15102,68,612
"79","01/02/18 13:00",1083,1,"NB_NS",1,"North",617,0,NA,13983,68,556
"80","01/02/18 13:00",1083,2,"NB_MID",1,"North",634,0,NA,15071,36,605
"81","01/02/18 13:00",1083,3,"NB_OS",1,"North",479,0,NA,15611,44,449
"82","01/02/18 13:00",1083,4,"SB_OS",2,"South",513,0,NA,16328,19,482
"83","01/02/18 13:00",1083,5,"SB_MID",2,"South",545,0,NA,15850,35,508
"84","01/02/18 13:00",1083,6,"SB_NS",2,"South",776,0,NA,14701,72,708
"85","01/02/18 14:00",1083,1,"NB_NS",1,"North",683,0,NA,13324,119,586
"86","01/02/18 14:00",1083,2,"NB_MID",1,"North",567,0,NA,14767,65,520
"87","01/02/18 14:00",1083,3,"NB_OS",1,"North",488,0,NA,15608,57,458
"88","01/02/18 14:00",1083,4,"SB_OS",2,"South",565,0,NA,16292,32,524
"89","01/02/18 14:00",1083,5,"SB_MID",2,"South",638,0,NA,15988,42,596
"90","01/02/18 14:00",1083,6,"SB_NS",2,"South",842,0,NA,15008,50,778
"91","01/02/18 15:00",1083,1,"NB_NS",1,"North",805,0,NA,12802,92,713
"92","01/02/18 15:00",1083,2,"NB_MID",1,"North",604,0,NA,14066,63,554
"93","01/02/18 15:00",1083,3,"NB_OS",1,"North",598,0,NA,14843,37,572
"94","01/02/18 15:00",1083,4,"SB_OS",2,"South",666,0,NA,15563,23,644
"95","01/02/18 15:00",1083,5,"SB_MID",2,"South",705,0,NA,14856,45,659
"96","01/02/18 15:00",1083,6,"SB_NS",2,"South",1109,0,NA,13673,37,1051
"97","01/02/18 16:00",1083,1,"NB_NS",1,"North",951,0,NA,11290,47,888
"98","01/02/18 16:00",1083,2,"NB_MID",1,"North",702,0,NA,13344,34,666
"99","01/02/18 16:00",1083,3,"NB_OS",1,"North",785,0,NA,13980,22,762
"100","01/02/18 16:00",1083,4,"SB_OS",2,"South",802,0,NA,14902,6,783
"101","01/02/18 16:00",1083,5,"SB_MID",2,"South",793,0,NA,13060,24,758
"102","01/02/18 16:00",1083,6,"SB_NS",2,"South",1376,0,NA,11292,31,1317
"103","01/02/18 17:00",1083,1,"NB_NS",1,"North",1017,0,NA,10643,28,975
"104","01/02/18 17:00",1083,2,"NB_MID",1,"North",775,0,NA,12687,14,755
"105","01/02/18 17:00",1083,3,"NB_OS",1,"North",887,0,NA,13279,16,868
"106","01/02/18 17:00",1083,4,"SB_OS",2,"South",698,0,NA,14536,10,671
"107","01/02/18 17:00",1083,5,"SB_MID",2,"South",788,0,NA,12811,15,754
"108","01/02/18 17:00",1083,6,"SB_NS",2,"South",1256,0,NA,11708,10,1227
"109","01/02/18 18:00",1083,1,"NB_NS",1,"North",816,0,NA,11318,31,774
"110","01/02/18 18:00",1083,2,"NB_MID",1,"North",736,0,NA,12886,18,717
"111","01/02/18 18:00",1083,3,"NB_OS",1,"North",723,0,NA,14130,15,712
"112","01/02/18 18:00",1083,4,"SB_OS",2,"South",646,0,NA,14920,5,626
"113","01/02/18 18:00",1083,5,"SB_MID",2,"South",705,0,NA,14141,6,686
"114","01/02/18 18:00",1083,6,"SB_NS",2,"South",1034,0,NA,13075,11,1009
"115","01/02/18 19:00",1083,1,"NB_NS",1,"North",462,0,NA,14618,15,445
"116","01/02/18 19:00",1083,2,"NB_MID",1,"North",468,0,NA,15073,9,460
"117","01/02/18 19:00",1083,3,"NB_OS",1,"North",412,0,NA,15620,10,406
"118","01/02/18 19:00",1083,4,"SB_OS",2,"South",434,0,NA,16330,7,418
"119","01/02/18 19:00",1083,5,"SB_MID",2,"South",534,0,NA,15709,4,517
"120","01/02/18 19:00",1083,6,"SB_NS",2,"South",658,0,NA,15031,15,636
"121","01/02/18 20:00",1083,1,"NB_NS",1,"North",380,0,NA,14934,32,358
"122","01/02/18 20:00",1083,2,"NB_MID",1,"North",379,0,NA,15723,24,366
"123","01/02/18 20:00",1083,3,"NB_OS",1,"North",293,0,NA,15966,3,292
"124","01/02/18 20:00",1083,4,"SB_OS",2,"South",292,0,NA,16701,10,284
"125","01/02/18 20:00",1083,5,"SB_MID",2,"South",433,0,NA,16021,5,422
"126","01/02/18 20:00",1083,6,"SB_NS",2,"South",518,0,NA,15363,23,495
"127","01/02/18 21:00",1083,1,"NB_NS",1,"North",259,0,NA,14826,15,250
"128","01/02/18 21:00",1083,2,"NB_MID",1,"North",289,0,NA,15996,7,285
"129","01/02/18 21:00",1083,3,"NB_OS",1,"North",166,0,NA,16884,12,164
"130","01/02/18 21:00",1083,4,"SB_OS",2,"South",217,0,NA,16793,0,209
"131","01/02/18 21:00",1083,5,"SB_MID",2,"South",294,0,NA,16769,17,277
"132","01/02/18 21:00",1083,6,"SB_NS",2,"South",356,0,NA,16024,20,346
"133","01/02/18 22:00",1083,1,"NB_NS",1,"North",181,0,NA,15327,33,170
"134","01/02/18 22:00",1083,2,"NB_MID",1,"North",206,0,NA,15848,10,204
"135","01/02/18 22:00",1083,3,"NB_OS",1,"North",120,0,NA,16572,25,117
"136","01/02/18 22:00",1083,4,"SB_OS",2,"South",132,0,NA,17317,15,129
"137","01/02/18 22:00",1083,5,"SB_MID",2,"South",247,0,NA,17064,4,243
"138","01/02/18 22:00",1083,6,"SB_NS",2,"South",318,0,NA,16271,19,304
"139","01/02/18 23:00",1083,1,"NB_NS",1,"North",116,0,NA,15802,43,108
"140","01/02/18 23:00",1083,2,"NB_MID",1,"North",140,0,NA,16542,36,131
"141","01/02/18 23:00",1083,3,"NB_OS",1,"North",58,0,NA,17649,0,57
"142","01/02/18 23:00",1083,4,"SB_OS",2,"South",58,0,NA,17797,17,54
"143","01/02/18 23:00",1083,5,"SB_MID",2,"South",182,0,NA,17514,16,177
"144","01/02/18 23:00",1083,6,"SB_NS",2,"South",154,0,NA,16645,45,141
"145","02/02/18 00:00",1083,1,"NB_NS",1,"North",54,0,NA,16533,74,49
"146","02/02/18 00:00",1083,2,"NB_MID",1,"North",127,0,NA,16168,16,124
"147","02/02/18 00:00",1083,3,"NB_OS",1,"North",31,0,NA,16962,0,31
"148","02/02/18 00:00",1083,4,"SB_OS",2,"South",24,0,NA,18137,0,21
"149","02/02/18 00:00",1083,5,"SB_MID",2,"South",103,0,NA,17578,19,100
"150","02/02/18 00:00",1083,6,"SB_NS",2,"South",123,0,NA,16798,41,115
"151","02/02/18 01:00",1083,1,"NB_NS",1,"North",42,0,NA,15807,71,37
"152","02/02/18 01:00",1083,2,"NB_MID",1,"North",69,0,NA,16457,29,67
"153","02/02/18 01:00",1083,3,"NB_OS",1,"North",19,0,NA,17354,0,19
"154","02/02/18 01:00",1083,4,"SB_OS",2,"South",18,0,NA,17639,56,17
"155","02/02/18 01:00",1083,5,"SB_MID",2,"South",64,0,NA,17526,31,59
"156","02/02/18 01:00",1083,6,"SB_NS",2,"South",55,0,NA,16384,91,50
"157","02/02/18 02:00",1083,1,"NB_NS",1,"North",21,0,NA,15225,0,21
"158","02/02/18 02:00",1083,2,"NB_MID",1,"North",46,0,NA,17228,22,45
"159","02/02/18 02:00",1083,3,"NB_OS",1,"North",9,0,NA,16173,0,9
"160","02/02/18 02:00",1083,4,"SB_OS",2,"South",9,0,NA,16821,111,7
"161","02/02/18 02:00",1083,5,"SB_MID",2,"South",44,0,NA,17456,23,43
"162","02/02/18 02:00",1083,6,"SB_NS",2,"South",39,0,NA,16588,128,34
"163","02/02/18 03:00",1083,1,"NB_NS",1,"North",28,0,NA,16389,0,28
"164","02/02/18 03:00",1083,2,"NB_MID",1,"North",39,0,NA,16574,51,37
"165","02/02/18 03:00",1083,3,"NB_OS",1,"North",9,0,NA,18086,0,9
"166","02/02/18 03:00",1083,4,"SB_OS",2,"South",15,0,NA,17445,133,11
"167","02/02/18 03:00",1083,5,"SB_MID",2,"South",39,0,NA,17315,26,37
"168","02/02/18 03:00",1083,6,"SB_NS",2,"South",38,0,NA,17317,53,36
"169","02/02/18 04:00",1083,1,"NB_NS",1,"North",48,0,NA,16852,21,47
"170","02/02/18 04:00",1083,2,"NB_MID",1,"North",42,0,NA,16468,24,41
"171","02/02/18 04:00",1083,3,"NB_OS",1,"North",16,0,NA,16979,0,16
"172","02/02/18 04:00",1083,4,"SB_OS",2,"South",13,0,NA,19060,0,13
"173","02/02/18 04:00",1083,5,"SB_MID",2,"South",43,0,NA,18152,0,43
"174","02/02/18 04:00",1083,6,"SB_NS",2,"South",54,0,NA,17202,37,51
"175","02/02/18 05:00",1083,1,"NB_NS",1,"North",158,0,NA,16384,38,147
"176","02/02/18 05:00",1083,2,"NB_MID",1,"North",141,0,NA,16791,85,129
"177","02/02/18 05:00",1083,3,"NB_OS",1,"North",59,0,NA,18056,51,56
"178","02/02/18 05:00",1083,4,"SB_OS",2,"South",48,0,NA,16771,62,41
"179","02/02/18 05:00",1083,5,"SB_MID",2,"South",102,0,NA,17688,49,94
"180","02/02/18 05:00",1083,6,"SB_NS",2,"South",122,0,NA,16954,82,108
"181","02/02/18 06:00",1083,1,"NB_NS",1,"North",332,0,NA,14855,33,307
"182","02/02/18 06:00",1083,2,"NB_MID",1,"North",451,0,NA,15519,58,421
"183","02/02/18 06:00",1083,3,"NB_OS",1,"North",414,0,NA,15903,22,401
"184","02/02/18 06:00",1083,4,"SB_OS",2,"South",192,0,NA,17360,5,182
"185","02/02/18 06:00",1083,5,"SB_MID",2,"South",258,0,NA,17440,35,239
"186","02/02/18 06:00",1083,6,"SB_NS",2,"South",382,0,NA,16778,52,356
"187","02/02/18 07:00",1083,1,"NB_NS",1,"North",792,0,NA,11574,32,741
"188","02/02/18 07:00",1083,2,"NB_MID",1,"North",1087,0,NA,9788,34,1038
"189","02/02/18 07:00",1083,3,"NB_OS",1,"North",1126,0,NA,9609,20,1097
"190","02/02/18 07:00",1083,4,"SB_OS",2,"South",517,0,NA,15863,19,489
"191","02/02/18 07:00",1083,5,"SB_MID",2,"South",561,0,NA,15203,32,526
"192","02/02/18 07:00",1083,6,"SB_NS",2,"South",894,0,NA,14241,48,833
"193","02/02/18 08:00",1083,1,"NB_NS",1,"North",804,0,NA,10399,42,758
"194","02/02/18 08:00",1083,2,"NB_MID",1,"North",942,0,NA,9490,41,891
"195","02/02/18 08:00",1083,3,"NB_OS",1,"North",995,0,NA,9594,38,948
"196","02/02/18 08:00",1083,4,"SB_OS",2,"South",589,0,NA,15554,20,568
"197","02/02/18 08:00",1083,5,"SB_MID",2,"South",557,0,NA,14951,50,512
"198","02/02/18 08:00",1083,6,"SB_NS",2,"South",960,0,NA,14694,48,892
"199","02/02/18 09:00",1083,1,"NB_NS",1,"North",653,0,NA,13299,46,605
"200","02/02/18 09:00",1083,2,"NB_MID",1,"North",816,0,NA,13762,48,762
"201","02/02/18 09:00",1083,3,"NB_OS",1,"North",823,0,NA,14219,41,786
"202","02/02/18 09:00",1083,4,"SB_OS",2,"South",443,0,NA,16272,23,414
"203","02/02/18 09:00",1083,5,"SB_MID",2,"South",542,0,NA,15568,72,482
"204","02/02/18 09:00",1083,6,"SB_NS",2,"South",710,0,NA,14856,68,645
"205","02/02/18 10:00",1083,1,"NB_NS",1,"North",552,0,NA,13797,83,491
"206","02/02/18 10:00",1083,2,"NB_MID",1,"North",595,0,NA,14847,54,551
"207","02/02/18 10:00",1083,3,"NB_OS",1,"North",521,0,NA,15627,38,498
"208","02/02/18 10:00",1083,4,"SB_OS",2,"South",406,0,NA,16573,30,374
"209","02/02/18 10:00",1083,5,"SB_MID",2,"South",488,0,NA,16017,45,457
"210","02/02/18 10:00",1083,6,"SB_NS",2,"South",599,0,NA,14792,85,531
"211","02/02/18 11:00",1083,1,"NB_NS",1,"North",579,0,NA,13601,62,524
"212","02/02/18 11:00",1083,2,"NB_MID",1,"North",644,0,NA,14775,43,607
"213","02/02/18 11:00",1083,3,"NB_OS",1,"North",514,0,NA,15790,45,491
"214","02/02/18 11:00",1083,4,"SB_OS",2,"South",421,0,NA,16404,26,403
"215","02/02/18 11:00",1083,5,"SB_MID",2,"South",592,0,NA,15640,46,547
"216","02/02/18 11:00",1083,6,"SB_NS",2,"South",703,0,NA,14955,71,638
"217","02/02/18 12:00",1083,1,"NB_NS",1,"North",590,0,NA,13537,61,537
"218","02/02/18 12:00",1083,2,"NB_MID",1,"North",696,0,NA,14720,45,652
"219","02/02/18 12:00",1083,3,"NB_OS",1,"North",612,0,NA,15436,26,590
"220","02/02/18 12:00",1083,4,"SB_OS",2,"South",571,0,NA,15801,14,551
"221","02/02/18 12:00",1083,5,"SB_MID",2,"South",597,0,NA,15574,42,560
"222","02/02/18 12:00",1083,6,"SB_NS",2,"South",802,0,NA,14601,54,738
"223","02/02/18 13:00",1083,1,"NB_NS",1,"North",633,0,NA,13610,58,576
"224","02/02/18 13:00",1083,2,"NB_MID",1,"North",662,0,NA,14709,54,609
"225","02/02/18 13:00",1083,3,"NB_OS",1,"North",534,0,NA,15513,36,512
"226","02/02/18 13:00",1083,4,"SB_OS",2,"South",566,0,NA,15947,25,544
"227","02/02/18 13:00",1083,5,"SB_MID",2,"South",654,0,NA,15505,31,609
"228","02/02/18 13:00",1083,6,"SB_NS",2,"South",861,0,NA,14558,70,783
"229","02/02/18 14:00",1083,1,"NB_NS",1,"North",676,0,NA,13510,53,626
"230","02/02/18 14:00",1083,2,"NB_MID",1,"North",588,0,NA,14763,51,545
"231","02/02/18 14:00",1083,3,"NB_OS",1,"North",560,0,NA,15442,43,535
"232","02/02/18 14:00",1083,4,"SB_OS",2,"South",668,0,NA,16085,25,633
"233","02/02/18 14:00",1083,5,"SB_MID",2,"South",684,0,NA,15437,38,642
"234","02/02/18 14:00",1083,6,"SB_NS",2,"South",1011,0,NA,14475,49,939
"235","02/02/18 15:00",1083,1,"NB_NS",1,"North",749,0,NA,12743,72,674
"236","02/02/18 15:00",1083,2,"NB_MID",1,"North",600,0,NA,13962,32,574
"237","02/02/18 15:00",1083,3,"NB_OS",1,"North",660,0,NA,14701,36,633
"238","02/02/18 15:00",1083,4,"SB_OS",2,"South",716,0,NA,15542,21,678
"239","02/02/18 15:00",1083,5,"SB_MID",2,"South",737,0,NA,14715,33,684
"240","02/02/18 15:00",1083,6,"SB_NS",2,"South",1130,0,NA,13333,35,1078
"241","02/02/18 16:00",1083,1,"NB_NS",1,"North",894,0,NA,9314,45,834
"242","02/02/18 16:00",1083,2,"NB_MID",1,"North",817,0,NA,10472,31,784
"243","02/02/18 16:00",1083,3,"NB_OS",1,"North",997,0,NA,10888,31,961
"244","02/02/18 16:00",1083,4,"SB_OS",2,"South",715,0,NA,15512,8,687
"245","02/02/18 16:00",1083,5,"SB_MID",2,"South",778,0,NA,14237,17,746
"246","02/02/18 16:00",1083,6,"SB_NS",2,"South",1253,0,NA,12485,22,1210
"247","02/02/18 17:00",1083,1,"NB_NS",1,"North",924,0,NA,10395,26,881
"248","02/02/18 17:00",1083,2,"NB_MID",1,"North",834,0,NA,11780,18,806
"249","02/02/18 17:00",1083,3,"NB_OS",1,"North",890,0,NA,12447,13,873
"250","02/02/18 17:00",1083,4,"SB_OS",2,"South",696,0,NA,14615,7,681
"251","02/02/18 17:00",1083,5,"SB_MID",2,"South",804,0,NA,13284,10,783
"252","02/02/18 17:00",1083,6,"SB_NS",2,"South",1147,0,NA,12535,21,1108
"253","02/02/18 18:00",1083,1,"NB_NS",1,"North",654,0,NA,13454,23,630
"254","02/02/18 18:00",1083,2,"NB_MID",1,"North",608,0,NA,13998,15,595
"255","02/02/18 18:00",1083,3,"NB_OS",1,"North",594,0,NA,14723,10,588
"256","02/02/18 18:00",1083,4,"SB_OS",2,"South",564,0,NA,15668,2,551
"257","02/02/18 18:00",1083,5,"SB_MID",2,"South",628,0,NA,15477,8,608
"258","02/02/18 18:00",1083,6,"SB_NS",2,"South",915,0,NA,14559,12,887
"259","02/02/18 19:00",1083,1,"NB_NS",1,"North",400,0,NA,14424,25,382
"260","02/02/18 19:00",1083,2,"NB_MID",1,"North",477,0,NA,15204,8,467
"261","02/02/18 19:00",1083,3,"NB_OS",1,"North",387,0,NA,15786,5,384
"262","02/02/18 19:00",1083,4,"SB_OS",2,"South",367,0,NA,16895,0,355
"263","02/02/18 19:00",1083,5,"SB_MID",2,"South",544,0,NA,16165,15,518
"264","02/02/18 19:00",1083,6,"SB_NS",2,"South",610,0,NA,15343,11,592
"265","02/02/18 20:00",1083,1,"NB_NS",1,"North",342,0,NA,15399,15,334
"266","02/02/18 20:00",1083,2,"NB_MID",1,"North",402,0,NA,15826,5,396
"267","02/02/18 20:00",1083,3,"NB_OS",1,"North",266,0,NA,16400,8,263
"268","02/02/18 20:00",1083,4,"SB_OS",2,"South",264,0,NA,17350,8,249
"269","02/02/18 20:00",1083,5,"SB_MID",2,"South",408,0,NA,16689,10,397
"270","02/02/18 20:00",1083,6,"SB_NS",2,"South",375,0,NA,16060,24,357
"271","02/02/18 21:00",1083,1,"NB_NS",1,"North",230,0,NA,15265,22,219
"272","02/02/18 21:00",1083,2,"NB_MID",1,"North",298,0,NA,16093,20,291
"273","02/02/18 21:00",1083,3,"NB_OS",1,"North",172,0,NA,16428,12,169
"274","02/02/18 21:00",1083,4,"SB_OS",2,"South",186,0,NA,17331,0,176
"275","02/02/18 21:00",1083,5,"SB_MID",2,"South",315,0,NA,16473,10,305
"276","02/02/18 21:00",1083,6,"SB_NS",2,"South",350,0,NA,15825,11,340
"277","02/02/18 22:00",1083,1,"NB_NS",1,"North",220,0,NA,15780,41,207
"278","02/02/18 22:00",1083,2,"NB_MID",1,"North",319,0,NA,15640,19,312
"279","02/02/18 22:00",1083,3,"NB_OS",1,"North",169,0,NA,17326,18,162
"280","02/02/18 22:00",1083,4,"SB_OS",2,"South",147,0,NA,16786,7,142
"281","02/02/18 22:00",1083,5,"SB_MID",2,"South",291,0,NA,16797,3,279
"282","02/02/18 22:00",1083,6,"SB_NS",2,"South",375,0,NA,15833,5,359
"283","02/02/18 23:00",1083,1,"NB_NS",1,"North",143,0,NA,15068,35,132
"284","02/02/18 23:00",1083,2,"NB_MID",1,"North",234,0,NA,16295,9,232
"285","02/02/18 23:00",1083,3,"NB_OS",1,"North",119,0,NA,17078,8,118
"286","02/02/18 23:00",1083,4,"SB_OS",2,"South",82,0,NA,18022,12,79
"287","02/02/18 23:00",1083,5,"SB_MID",2,"South",240,0,NA,16833,12,229
"288","02/02/18 23:00",1083,6,"SB_NS",2,"South",235,0,NA,16219,30,221
"289","03/02/18 00:00",1083,1,"NB_NS",1,"North",106,0,NA,16095,38,101
"290","03/02/18 00:00",1083,2,"NB_MID",1,"North",188,0,NA,16096,16,185
"291","03/02/18 00:00",1083,3,"NB_OS",1,"North",66,0,NA,16944,0,66
"292","03/02/18 00:00",1083,4,"SB_OS",2,"South",57,0,NA,17422,0,56
"293","03/02/18 00:00",1083,5,"SB_MID",2,"South",166,0,NA,17288,18,161
"294","03/02/18 00:00",1083,6,"SB_NS",2,"South",175,0,NA,16724,17,170
"295","03/02/18 01:00",1083,1,"NB_NS",1,"North",64,0,NA,15100,0,63
"296","03/02/18 01:00",1083,2,"NB_MID",1,"North",127,0,NA,16428,0,124
"297","03/02/18 01:00",1083,3,"NB_OS",1,"North",27,0,NA,17284,0,27
"298","03/02/18 01:00",1083,4,"SB_OS",2,"South",34,0,NA,17230,0,34
"299","03/02/18 01:00",1083,5,"SB_MID",2,"South",123,0,NA,17807,16,117
"300","03/02/18 01:00",1083,6,"SB_NS",2,"South",117,0,NA,16679,34,110
"301","03/02/18 02:00",1083,1,"NB_NS",1,"North",66,0,NA,16376,61,60
"302","03/02/18 02:00",1083,2,"NB_MID",1,"North",136,0,NA,16998,7,133
"303","03/02/18 02:00",1083,3,"NB_OS",1,"North",23,0,NA,17923,0,23
"304","03/02/18 02:00",1083,4,"SB_OS",2,"South",31,0,NA,17339,0,27
"305","03/02/18 02:00",1083,5,"SB_MID",2,"South",101,0,NA,17858,0,97
"306","03/02/18 02:00",1083,6,"SB_NS",2,"South",87,0,NA,16296,46,81
"307","03/02/18 03:00",1083,1,"NB_NS",1,"North",37,0,NA,15833,27,35
"308","03/02/18 03:00",1083,2,"NB_MID",1,"North",87,0,NA,16408,11,86
"309","03/02/18 03:00",1083,3,"NB_OS",1,"North",14,0,NA,19107,0,14
"310","03/02/18 03:00",1083,4,"SB_OS",2,"South",18,0,NA,19228,0,18
"311","03/02/18 03:00",1083,5,"SB_MID",2,"South",77,0,NA,17716,0,77
"312","03/02/18 03:00",1083,6,"SB_NS",2,"South",71,0,NA,16123,56,64
"313","03/02/18 04:00",1083,1,"NB_NS",1,"North",39,0,NA,16895,103,35
"314","03/02/18 04:00",1083,2,"NB_MID",1,"North",93,0,NA,16980,32,88
"315","03/02/18 04:00",1083,3,"NB_OS",1,"North",11,0,NA,16768,0,11
