"","X.1","X","date","time","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class2Volume"
"849",849,1695,"12/02/18","18:00",1083,3,"NB_OS",1,"North",594,0,NA,14423,7,589
"850",850,1699,"12/02/18","19:00",1083,1,"NB_NS",1,"North",364,0,NA,14655,8,351
"851",851,1700,"12/02/18","19:00",1083,2,"NB_MID",1,"North",430,0,NA,15346,2,429
"852",852,1701,"12/02/18","19:00",1083,3,"NB_OS",1,"North",355,0,NA,15675,3,352
"853",853,1705,"12/02/18","20:00",1083,1,"NB_NS",1,"North",289,0,NA,15717,24,273
"854",854,1706,"12/02/18","20:00",1083,2,"NB_MID",1,"North",292,0,NA,16163,17,285
"855",855,1707,"12/02/18","20:00",1083,3,"NB_OS",1,"North",237,0,NA,16380,8,234
"856",856,1711,"12/02/18","21:00",1083,1,"NB_NS",1,"North",209,0,NA,15609,14,200
"857",857,1712,"12/02/18","21:00",1083,2,"NB_MID",1,"North",211,0,NA,16236,19,206
"858",858,1713,"12/02/18","21:00",1083,3,"NB_OS",1,"North",143,0,NA,16601,7,141
"859",859,1717,"12/02/18","22:00",1083,1,"NB_NS",1,"North",159,0,NA,15769,44,148
"860",860,1718,"12/02/18","22:00",1083,2,"NB_MID",1,"North",174,0,NA,15704,6,173
"861",861,1719,"12/02/18","22:00",1083,3,"NB_OS",1,"North",100,0,NA,16128,10,99
"862",862,1723,"12/02/18","23:00",1083,1,"NB_NS",1,"North",80,0,NA,15861,38,73
"863",863,1724,"12/02/18","23:00",1083,2,"NB_MID",1,"North",119,0,NA,17400,25,115
"864",864,1725,"12/02/18","23:00",1083,3,"NB_OS",1,"North",51,0,NA,17059,20,49
"865",865,1729,"13/02/18","00:00",1083,1,"NB_NS",1,"North",53,0,NA,17023,57,50
"866",866,1730,"13/02/18","00:00",1083,2,"NB_MID",1,"North",58,0,NA,17064,34,56
"867",867,1731,"13/02/18","00:00",1083,3,"NB_OS",1,"North",13,0,NA,16154,0,13
"868",868,1735,"13/02/18","01:00",1083,1,"NB_NS",1,"North",24,0,NA,16262,0,23
"869",869,1736,"13/02/18","01:00",1083,2,"NB_MID",1,"North",43,0,NA,16486,47,41
"870",870,1737,"13/02/18","01:00",1083,3,"NB_OS",1,"North",4,0,NA,21042,0,4
"871",871,1741,"13/02/18","02:00",1083,1,"NB_NS",1,"North",18,0,NA,16389,278,13
"872",872,1742,"13/02/18","02:00",1083,2,"NB_MID",1,"North",19,0,NA,15965,158,15
"873",873,1743,"13/02/18","02:00",1083,3,"NB_OS",1,"North",5,0,NA,15722,0,5
"874",874,1747,"13/02/18","03:00",1083,1,"NB_NS",1,"North",24,0,NA,16968,83,22
"875",875,1748,"13/02/18","03:00",1083,2,"NB_MID",1,"North",31,0,NA,16774,97,28
"876",876,1749,"13/02/18","03:00",1083,3,"NB_OS",1,"North",6,0,NA,16204,167,5
"877",877,1753,"13/02/18","04:00",1083,1,"NB_NS",1,"North",43,0,NA,16738,70,39
"878",878,1754,"13/02/18","04:00",1083,2,"NB_MID",1,"North",48,0,NA,17315,0,47
"879",879,1755,"13/02/18","04:00",1083,3,"NB_OS",1,"North",13,0,NA,17286,0,13
"880",880,1759,"13/02/18","05:00",1083,1,"NB_NS",1,"North",152,0,NA,15841,33,142
"881",881,1760,"13/02/18","05:00",1083,2,"NB_MID",1,"North",143,0,NA,16202,56,131
"882",882,1761,"13/02/18","05:00",1083,3,"NB_OS",1,"North",64,0,NA,16702,0,64
"883",883,1765,"13/02/18","06:00",1083,1,"NB_NS",1,"North",336,0,NA,14980,24,316
"884",884,1766,"13/02/18","06:00",1083,2,"NB_MID",1,"North",481,0,NA,15192,42,458
"885",885,1767,"13/02/18","06:00",1083,3,"NB_OS",1,"North",444,0,NA,15857,23,431
"886",886,1771,"13/02/18","07:00",1083,1,"NB_NS",1,"North",827,0,NA,11508,31,782
"887",887,1772,"13/02/18","07:00",1083,2,"NB_MID",1,"North",1049,0,NA,9698,32,1006
"888",888,1773,"13/02/18","07:00",1083,3,"NB_OS",1,"North",1047,0,NA,10376,33,1000
"889",889,1777,"13/02/18","08:00",1083,1,"NB_NS",1,"North",944,0,NA,7636,28,901
"890",890,1778,"13/02/18","08:00",1083,2,"NB_MID",1,"North",922,0,NA,7374,26,883
"891",891,1779,"13/02/18","08:00",1083,3,"NB_OS",1,"North",941,0,NA,7898,41,880
"892",892,1783,"13/02/18","09:00",1083,1,"NB_NS",1,"North",710,0,NA,13341,68,646
"893",893,1784,"13/02/18","09:00",1083,2,"NB_MID",1,"North",856,0,NA,13186,54,802
"894",894,1785,"13/02/18","09:00",1083,3,"NB_OS",1,"North",881,0,NA,13886,26,854
"895",895,1789,"13/02/18","10:00",1083,1,"NB_NS",1,"North",587,0,NA,13252,61,536
"896",896,1790,"13/02/18","10:00",1083,2,"NB_MID",1,"North",683,0,NA,14269,66,625
"897",897,1791,"13/02/18","10:00",1083,3,"NB_OS",1,"North",579,0,NA,15062,45,552
"898",898,1795,"13/02/18","11:00",1083,1,"NB_NS",1,"North",580,0,NA,13635,67,525
"899",899,1796,"13/02/18","11:00",1083,2,"NB_MID",1,"North",613,0,NA,14502,49,574
"900",900,1797,"13/02/18","11:00",1083,3,"NB_OS",1,"North",501,0,NA,15517,26,486
"901",901,1801,"13/02/18","12:00",1083,1,"NB_NS",1,"North",653,0,NA,12973,46,607
"902",902,1802,"13/02/18","12:00",1083,2,"NB_MID",1,"North",618,0,NA,14328,45,582
"903",903,1803,"13/02/18","12:00",1083,3,"NB_OS",1,"North",532,0,NA,15279,43,508
"904",904,1807,"13/02/18","13:00",1083,1,"NB_NS",1,"North",622,0,NA,13361,71,564
"905",905,1808,"13/02/18","13:00",1083,2,"NB_MID",1,"North",579,0,NA,14528,57,538
"906",906,1809,"13/02/18","13:00",1083,3,"NB_OS",1,"North",477,0,NA,15839,40,457
"907",907,1813,"13/02/18","14:00",1083,1,"NB_NS",1,"North",616,0,NA,13026,99,537
"908",908,1814,"13/02/18","14:00",1083,2,"NB_MID",1,"North",580,0,NA,14532,57,537
"909",909,1815,"13/02/18","14:00",1083,3,"NB_OS",1,"North",503,0,NA,15378,42,477
"910",910,1819,"13/02/18","15:00",1083,1,"NB_NS",1,"North",729,0,NA,12819,70,665
"911",911,1820,"13/02/18","15:00",1083,2,"NB_MID",1,"North",582,0,NA,14138,55,547
"912",912,1821,"13/02/18","15:00",1083,3,"NB_OS",1,"North",546,0,NA,15103,26,529
"913",913,1825,"13/02/18","16:00",1083,1,"NB_NS",1,"North",961,0,NA,7745,42,903
"914",914,1826,"13/02/18","16:00",1083,2,"NB_MID",1,"North",754,0,NA,12241,54,702
"915",915,1827,"13/02/18","16:00",1083,3,"NB_OS",1,"North",769,0,NA,13320,27,746
"916",916,1831,"13/02/18","17:00",1083,1,"NB_NS",1,"North",759,0,NA,5008,49,702
"917",917,1832,"13/02/18","17:00",1083,2,"NB_MID",1,"North",962,0,NA,8656,32,916
"918",918,1833,"13/02/18","17:00",1083,3,"NB_OS",1,"North",1032,0,NA,10652,24,1001
"919",919,1837,"13/02/18","18:00",1083,1,"NB_NS",1,"North",912,0,NA,10220,21,878
"920",920,1838,"13/02/18","18:00",1083,2,"NB_MID",1,"North",761,0,NA,12402,14,744
"921",921,1839,"13/02/18","18:00",1083,3,"NB_OS",1,"North",726,0,NA,12937,18,707
"922",922,1843,"13/02/18","19:00",1083,1,"NB_NS",1,"North",455,0,NA,13887,13,440
"923",923,1844,"13/02/18","19:00",1083,2,"NB_MID",1,"North",474,0,NA,14888,8,463
"924",924,1845,"13/02/18","19:00",1083,3,"NB_OS",1,"North",394,0,NA,15605,23,385
"925",925,1849,"13/02/18","20:00",1083,1,"NB_NS",1,"North",275,0,NA,15240,33,261
"926",926,1850,"13/02/18","20:00",1083,2,"NB_MID",1,"North",319,0,NA,15677,6,312
"927",927,1851,"13/02/18","20:00",1083,3,"NB_OS",1,"North",262,0,NA,16166,27,254
"928",928,1855,"13/02/18","21:00",1083,1,"NB_NS",1,"North",241,0,NA,15199,12,231
"929",929,1856,"13/02/18","21:00",1083,2,"NB_MID",1,"North",248,0,NA,16123,12,244
"930",930,1857,"13/02/18","21:00",1083,3,"NB_OS",1,"North",170,0,NA,16307,0,170
"931",931,1861,"13/02/18","22:00",1083,1,"NB_NS",1,"North",180,0,NA,15469,44,164
"932",932,1862,"13/02/18","22:00",1083,2,"NB_MID",1,"North",207,0,NA,16398,10,204
"933",933,1863,"13/02/18","22:00",1083,3,"NB_OS",1,"North",108,0,NA,16590,0,108
"934",934,1867,"13/02/18","23:00",1083,1,"NB_NS",1,"North",86,0,NA,15581,35,79
"935",935,1868,"13/02/18","23:00",1083,2,"NB_MID",1,"North",140,0,NA,16321,14,137
"936",936,1869,"13/02/18","23:00",1083,3,"NB_OS",1,"North",42,0,NA,17824,24,41
"937",937,1873,"14/02/18","00:00",1083,1,"NB_NS",1,"North",45,0,NA,16136,44,43
"938",938,1874,"14/02/18","00:00",1083,2,"NB_MID",1,"North",72,0,NA,16281,28,70
"939",939,1875,"14/02/18","00:00",1083,3,"NB_OS",1,"North",17,0,NA,16438,59,16
"940",940,1879,"14/02/18","01:00",1083,1,"NB_NS",1,"North",22,0,NA,17323,45,21
"941",941,1880,"14/02/18","01:00",1083,2,"NB_MID",1,"North",41,0,NA,16667,24,40
"942",942,1881,"14/02/18","01:00",1083,3,"NB_OS",1,"North",6,0,NA,17454,0,6
"943",943,1885,"14/02/18","02:00",1083,1,"NB_NS",1,"North",30,0,NA,15824,100,23
"944",944,1886,"14/02/18","02:00",1083,2,"NB_MID",1,"North",26,0,NA,18216,115,22
"945",945,1887,"14/02/18","02:00",1083,3,"NB_OS",1,"North",3,0,NA,17408,0,3
"946",946,1891,"14/02/18","03:00",1083,1,"NB_NS",1,"North",25,0,NA,15833,80,23
"947",947,1892,"14/02/18","03:00",1083,2,"NB_MID",1,"North",23,0,NA,16739,0,23
"948",948,1893,"14/02/18","03:00",1083,3,"NB_OS",1,"North",6,0,NA,16204,0,6
"949",949,1897,"14/02/18","04:00",1083,1,"NB_NS",1,"North",48,0,NA,15781,42,44
"950",950,1898,"14/02/18","04:00",1083,2,"NB_MID",1,"North",45,0,NA,15951,89,41
"951",951,1899,"14/02/18","04:00",1083,3,"NB_OS",1,"North",14,0,NA,17560,143,12
"952",952,1903,"14/02/18","05:00",1083,1,"NB_NS",1,"North",139,0,NA,16279,50,128
"953",953,1904,"14/02/18","05:00",1083,2,"NB_MID",1,"North",136,0,NA,16577,59,126
"954",954,1905,"14/02/18","05:00",1083,3,"NB_OS",1,"North",47,0,NA,17411,21,46
"955",955,1909,"14/02/18","06:00",1083,1,"NB_NS",1,"North",330,0,NA,14572,24,309
"956",956,1910,"14/02/18","06:00",1083,2,"NB_MID",1,"North",420,0,NA,15214,38,399
"957",957,1911,"14/02/18","06:00",1083,3,"NB_OS",1,"North",390,0,NA,16039,15,383
"958",958,1915,"14/02/18","07:00",1083,1,"NB_NS",1,"North",770,0,NA,9404,36,722
"959",959,1916,"14/02/18","07:00",1083,2,"NB_MID",1,"North",1109,0,NA,8792,32,1060
"960",960,1917,"14/02/18","07:00",1083,3,"NB_OS",1,"North",1165,0,NA,9125,25,1127
"961",961,1921,"14/02/18","08:00",1083,1,"NB_NS",1,"North",812,0,NA,8912,39,761
"962",962,1922,"14/02/18","08:00",1083,2,"NB_MID",1,"North",957,0,NA,8416,31,912
"963",963,1923,"14/02/18","08:00",1083,3,"NB_OS",1,"North",1024,0,NA,9195,23,984
"964",964,1927,"14/02/18","09:00",1083,1,"NB_NS",1,"North",687,0,NA,12956,54,636
"965",965,1928,"14/02/18","09:00",1083,2,"NB_MID",1,"North",893,0,NA,13536,52,845
"966",966,1929,"14/02/18","09:00",1083,3,"NB_OS",1,"North",893,0,NA,13974,29,859
"967",967,1933,"14/02/18","10:00",1083,1,"NB_NS",1,"North",573,0,NA,13428,63,526
"968",968,1934,"14/02/18","10:00",1083,2,"NB_MID",1,"North",620,0,NA,14483,74,564
"969",969,1935,"14/02/18","10:00",1083,3,"NB_OS",1,"North",559,0,NA,15496,36,538
"970",970,1939,"14/02/18","11:00",1083,1,"NB_NS",1,"North",554,0,NA,13706,58,503
"971",971,1940,"14/02/18","11:00",1083,2,"NB_MID",1,"North",614,0,NA,14578,50,568
"972",972,1941,"14/02/18","11:00",1083,3,"NB_OS",1,"North",511,0,NA,15639,53,479
"973",973,1945,"14/02/18","12:00",1083,1,"NB_NS",1,"North",560,0,NA,13503,59,513
"974",974,1946,"14/02/18","12:00",1083,2,"NB_MID",1,"North",656,0,NA,14190,43,615
"975",975,1947,"14/02/18","12:00",1083,3,"NB_OS",1,"North",536,0,NA,15213,39,507
"976",976,1951,"14/02/18","13:00",1083,1,"NB_NS",1,"North",575,0,NA,13804,73,520
"977",977,1952,"14/02/18","13:00",1083,2,"NB_MID",1,"North",617,0,NA,14486,49,573
"978",978,1953,"14/02/18","13:00",1083,3,"NB_OS",1,"North",504,0,NA,15242,52,475
"979",979,1957,"14/02/18","14:00",1083,1,"NB_NS",1,"North",587,0,NA,13693,53,540
"980",980,1958,"14/02/18","14:00",1083,2,"NB_MID",1,"North",565,0,NA,14560,58,531
"981",981,1959,"14/02/18","14:00",1083,3,"NB_OS",1,"North",496,0,NA,15375,30,479
"982",982,1963,"14/02/18","15:00",1083,1,"NB_NS",1,"North",669,0,NA,13397,67,605
"983",983,1964,"14/02/18","15:00",1083,2,"NB_MID",1,"North",549,0,NA,14513,53,511
"984",984,1965,"14/02/18","15:00",1083,3,"NB_OS",1,"North",521,0,NA,15203,44,497
"985",985,1969,"14/02/18","16:00",1083,1,"NB_NS",1,"North",965,0,NA,11344,47,902
"986",986,1970,"14/02/18","16:00",1083,2,"NB_MID",1,"North",639,0,NA,13240,39,606
"987",987,1971,"14/02/18","16:00",1083,3,"NB_OS",1,"North",706,0,NA,13950,28,684
"988",988,1975,"14/02/18","17:00",1083,1,"NB_NS",1,"North",879,0,NA,6585,48,815
"989",989,1976,"14/02/18","17:00",1083,2,"NB_MID",1,"North",877,0,NA,9278,24,846
"990",990,1977,"14/02/18","17:00",1083,3,"NB_OS",1,"North",970,0,NA,10422,21,945
"991",991,1981,"14/02/18","18:00",1083,1,"NB_NS",1,"North",906,0,NA,11212,23,870
"992",992,1982,"14/02/18","18:00",1083,2,"NB_MID",1,"North",715,0,NA,12925,20,695
"993",993,1983,"14/02/18","18:00",1083,3,"NB_OS",1,"North",818,0,NA,13431,7,808
"994",994,1987,"14/02/18","19:00",1083,1,"NB_NS",1,"North",425,0,NA,14371,28,407
"995",995,1988,"14/02/18","19:00",1083,2,"NB_MID",1,"North",460,0,NA,15191,7,455
"996",996,1989,"14/02/18","19:00",1083,3,"NB_OS",1,"North",417,0,NA,15532,12,412
"997",997,1993,"14/02/18","20:00",1083,1,"NB_NS",1,"North",295,0,NA,15299,20,282
"998",998,1994,"14/02/18","20:00",1083,2,"NB_MID",1,"North",325,0,NA,15585,15,316
"999",999,1995,"14/02/18","20:00",1083,3,"NB_OS",1,"North",235,0,NA,15884,9,233
"1000",1000,1999,"14/02/18","21:00",1083,1,"NB_NS",1,"North",218,0,NA,15573,23,207
"1001",1001,2000,"14/02/18","21:00",1083,2,"NB_MID",1,"North",225,0,NA,15809,4,224
"1002",1002,2001,"14/02/18","21:00",1083,3,"NB_OS",1,"North",147,0,NA,16448,14,145
"1003",1003,2005,"14/02/18","22:00",1083,1,"NB_NS",1,"North",180,0,NA,15589,56,166
"1004",1004,2006,"14/02/18","22:00",1083,2,"NB_MID",1,"North",188,0,NA,16200,16,184
"1005",1005,2007,"14/02/18","22:00",1083,3,"NB_OS",1,"North",107,0,NA,16485,9,106
"1006",1006,2011,"14/02/18","23:00",1083,1,"NB_NS",1,"North",104,0,NA,15924,19,97
"1007",1007,2012,"14/02/18","23:00",1083,2,"NB_MID",1,"North",142,0,NA,15970,28,137
"1008",1008,2013,"14/02/18","23:00",1083,3,"NB_OS",1,"North",53,0,NA,17081,19,51
"1009",1009,2017,"15/02/18","00:00",1083,1,"NB_NS",1,"North",65,0,NA,16171,46,62
"1010",1010,2018,"15/02/18","00:00",1083,2,"NB_MID",1,"North",95,0,NA,16816,32,92
"1011",1011,2019,"15/02/18","00:00",1083,3,"NB_OS",1,"North",20,0,NA,17764,50,19
"1012",1012,2023,"15/02/18","01:00",1083,1,"NB_NS",1,"North",37,0,NA,16389,81,32
"1013",1013,2024,"15/02/18","01:00",1083,2,"NB_MID",1,"North",41,0,NA,17967,73,37
"1014",1014,2025,"15/02/18","01:00",1083,3,"NB_OS",1,"North",10,0,NA,17000,0,10
"1015",1015,2029,"15/02/18","02:00",1083,1,"NB_NS",1,"North",26,0,NA,16314,38,25
"1016",1016,2030,"15/02/18","02:00",1083,2,"NB_MID",1,"North",37,0,NA,16974,54,35
"1017",1017,2031,"15/02/18","02:00",1083,3,"NB_OS",1,"North",4,0,NA,14653,250,3
"1018",1018,2035,"15/02/18","03:00",1083,1,"NB_NS",1,"North",27,0,NA,16389,0,26
"1019",1019,2036,"15/02/18","03:00",1083,2,"NB_MID",1,"North",34,0,NA,17941,88,31
"1020",1020,2037,"15/02/18","03:00",1083,3,"NB_OS",1,"North",4,0,NA,17431,0,4
"1021",1021,2041,"15/02/18","04:00",1083,1,"NB_NS",1,"North",46,0,NA,16932,65,43
"1022",1022,2042,"15/02/18","04:00",1083,2,"NB_MID",1,"North",49,0,NA,16678,143,42
"1023",1023,2043,"15/02/18","04:00",1083,3,"NB_OS",1,"North",14,0,NA,16210,0,14
"1024",1024,2047,"15/02/18","05:00",1083,1,"NB_NS",1,"North",138,0,NA,16373,22,131
"1025",1025,2048,"15/02/18","05:00",1083,2,"NB_MID",1,"North",155,0,NA,16570,71,140
"1026",1026,2049,"15/02/18","05:00",1083,3,"NB_OS",1,"North",69,0,NA,17742,0,67
"1027",1027,2053,"15/02/18","06:00",1083,1,"NB_NS",1,"North",344,0,NA,14934,47,315
"1028",1028,2054,"15/02/18","06:00",1083,2,"NB_MID",1,"North",444,0,NA,15325,32,428
"1029",1029,2055,"15/02/18","06:00",1083,3,"NB_OS",1,"North",401,0,NA,15959,22,391
"1030",1030,2059,"15/02/18","07:00",1083,1,"NB_NS",1,"North",814,0,NA,11988,32,771
"1031",1031,2060,"15/02/18","07:00",1083,2,"NB_MID",1,"North",1131,0,NA,9982,31,1088
"1032",1032,2061,"15/02/18","07:00",1083,3,"NB_OS",1,"North",1141,0,NA,10306,32,1098
"1033",1033,2065,"15/02/18","08:00",1083,1,"NB_NS",1,"North",823,0,NA,11571,40,773
"1034",1034,2066,"15/02/18","08:00",1083,2,"NB_MID",1,"North",977,0,NA,11469,38,927
"1035",1035,2067,"15/02/18","08:00",1083,3,"NB_OS",1,"North",1076,0,NA,11651,19,1052
"1036",1036,2071,"15/02/18","09:00",1083,1,"NB_NS",1,"North",689,0,NA,12880,57,635
"1037",1037,2072,"15/02/18","09:00",1083,2,"NB_MID",1,"North",832,0,NA,13152,46,777
"1038",1038,2073,"15/02/18","09:00",1083,3,"NB_OS",1,"North",862,0,NA,13848,20,842
"1039",1039,2077,"15/02/18","10:00",1083,1,"NB_NS",1,"North",623,0,NA,13649,40,584
"1040",1040,2078,"15/02/18","10:00",1083,2,"NB_MID",1,"North",643,0,NA,14717,75,589
"1041",1041,2079,"15/02/18","10:00",1083,3,"NB_OS",1,"North",530,0,NA,15566,42,505
"1042",1042,2083,"15/02/18","11:00",1083,1,"NB_NS",1,"North",614,0,NA,13449,59,563
"1043",1043,2084,"15/02/18","11:00",1083,2,"NB_MID",1,"North",629,0,NA,14674,43,595
"1044",1044,2085,"15/02/18","11:00",1083,3,"NB_OS",1,"North",532,0,NA,15779,53,504
"1045",1045,2089,"15/02/18","12:00",1083,1,"NB_NS",1,"North",679,0,NA,13563,59,623
"1046",1046,2090,"15/02/18","12:00",1083,2,"NB_MID",1,"North",649,0,NA,14736,32,620
"1047",1047,2091,"15/02/18","12:00",1083,3,"NB_OS",1,"North",576,0,NA,15677,30,558
"1048",1048,2095,"15/02/18","13:00",1083,1,"NB_NS",1,"North",605,0,NA,14208,66,549
"1049",1049,2096,"15/02/18","13:00",1083,2,"NB_MID",1,"North",605,0,NA,15242,61,558
"1050",1050,2097,"15/02/18","13:00",1083,3,"NB_OS",1,"North",454,0,NA,15803,29,436
"1051",1051,2101,"15/02/18","14:00",1083,1,"NB_NS",1,"North",607,0,NA,13556,59,554
"1052",1052,2102,"15/02/18","14:00",1083,2,"NB_MID",1,"North",578,0,NA,14894,67,531
"1053",1053,2103,"15/02/18","14:00",1083,3,"NB_OS",1,"North",525,0,NA,15684,44,500
"1054",1054,2107,"15/02/18","15:00",1083,1,"NB_NS",1,"North",753,0,NA,12874,81,671
"1055",1055,2108,"15/02/18","15:00",1083,2,"NB_MID",1,"North",596,0,NA,14526,52,551
"1056",1056,2109,"15/02/18","15:00",1083,3,"NB_OS",1,"North",570,0,NA,15224,25,554
"1057",1057,2113,"15/02/18","16:00",1083,1,"NB_NS",1,"North",959,0,NA,11712,54,895
"1058",1058,2114,"15/02/18","16:00",1083,2,"NB_MID",1,"North",647,0,NA,13727,45,607
"1059",1059,2115,"15/02/18","16:00",1083,3,"NB_OS",1,"North",740,0,NA,14374,27,717
"1060",1060,2119,"15/02/18","17:00",1083,1,"NB_NS",1,"North",865,0,NA,6928,38,813
"1061",1061,2120,"15/02/18","17:00",1083,2,"NB_MID",1,"North",923,0,NA,10305,26,884
"1062",1062,2121,"15/02/18","17:00",1083,3,"NB_OS",1,"North",939,0,NA,10860,21,913
"1063",1063,2125,"15/02/18","18:00",1083,1,"NB_NS",1,"North",740,0,NA,12855,32,703
"1064",1064,2126,"15/02/18","18:00",1083,2,"NB_MID",1,"North",669,0,NA,13592,18,649
"1065",1065,2127,"15/02/18","18:00",1083,3,"NB_OS",1,"North",693,0,NA,14434,19,676
"1066",1066,2131,"15/02/18","19:00",1083,1,"NB_NS",1,"North",430,0,NA,14743,9,415
"1067",1067,2132,"15/02/18","19:00",1083,2,"NB_MID",1,"North",495,0,NA,15538,18,483
"1068",1068,2133,"15/02/18","19:00",1083,3,"NB_OS",1,"North",394,0,NA,16232,13,389
"1069",1069,2137,"15/02/18","20:00",1083,1,"NB_NS",1,"North",321,0,NA,15020,19,305
"1070",1070,2138,"15/02/18","20:00",1083,2,"NB_MID",1,"North",346,0,NA,15885,17,333
"1071",1071,2139,"15/02/18","20:00",1083,3,"NB_OS",1,"North",301,0,NA,16477,3,300
"1072",1072,2143,"15/02/18","21:00",1083,1,"NB_NS",1,"North",271,0,NA,15159,11,264
"1073",1073,2144,"15/02/18","21:00",1083,2,"NB_MID",1,"North",259,0,NA,16156,31,248
"1074",1074,2145,"15/02/18","21:00",1083,3,"NB_OS",1,"North",185,0,NA,16575,5,183
"1075",1075,2149,"15/02/18","22:00",1083,1,"NB_NS",1,"North",308,0,NA,14711,29,292
"1076",1076,2150,"15/02/18","22:00",1083,2,"NB_MID",1,"North",245,0,NA,16221,20,235
"1077",1077,2151,"15/02/18","22:00",1083,3,"NB_OS",1,"North",103,0,NA,16888,10,102
"1078",1078,2155,"15/02/18","23:00",1083,1,"NB_NS",1,"North",139,0,NA,15693,101,123
"1079",1079,2156,"15/02/18","23:00",1083,2,"NB_MID",1,"North",161,0,NA,16177,25,156
"1080",1080,2157,"15/02/18","23:00",1083,3,"NB_OS",1,"North",67,0,NA,17135,15,66
"1081",1081,2161,"16/02/18","00:00",1083,1,"NB_NS",1,"North",46,0,NA,15918,0,46
"1082",1082,2162,"16/02/18","00:00",1083,2,"NB_MID",1,"North",111,0,NA,16389,27,108
"1083",1083,2163,"16/02/18","00:00",1083,3,"NB_OS",1,"North",23,0,NA,17307,43,22
"1084",1084,2167,"16/02/18","01:00",1083,1,"NB_NS",1,"North",40,0,NA,16208,25,39
"1085",1085,2168,"16/02/18","01:00",1083,2,"NB_MID",1,"North",80,0,NA,17125,62,74
"1086",1086,2169,"16/02/18","01:00",1083,3,"NB_OS",1,"North",11,0,NA,17576,182,9
"1087",1087,2173,"16/02/18","02:00",1083,1,"NB_NS",1,"North",31,0,NA,15923,32,30
"1088",1088,2174,"16/02/18","02:00",1083,2,"NB_MID",1,"North",34,0,NA,17010,59,32
"1089",1089,2175,"16/02/18","02:00",1083,3,"NB_OS",1,"North",7,0,NA,17103,0,7
"1090",1090,2179,"16/02/18","03:00",1083,1,"NB_NS",1,"North",25,0,NA,17033,40,24
"1091",1091,2180,"16/02/18","03:00",1083,2,"NB_MID",1,"North",53,0,NA,17453,75,48
"1092",1092,2181,"16/02/18","03:00",1083,3,"NB_OS",1,"North",6,0,NA,16713,0,6
"1093",1093,2185,"16/02/18","04:00",1083,1,"NB_NS",1,"North",48,0,NA,17101,42,45
"1094",1094,2186,"16/02/18","04:00",1083,2,"NB_MID",1,"North",54,0,NA,16770,19,53
"1095",1095,2187,"16/02/18","04:00",1083,3,"NB_OS",1,"North",19,0,NA,16623,0,19
"1096",1096,2191,"16/02/18","05:00",1083,1,"NB_NS",1,"North",148,0,NA,16642,27,140
"1097",1097,2192,"16/02/18","05:00",1083,2,"NB_MID",1,"North",121,0,NA,16931,50,114
"1098",1098,2193,"16/02/18","05:00",1083,3,"NB_OS",1,"North",60,0,NA,18472,33,58
"1099",1099,2197,"16/02/18","06:00",1083,1,"NB_NS",1,"North",328,0,NA,15072,49,302
"1100",1100,2198,"16/02/18","06:00",1083,2,"NB_MID",1,"North",430,0,NA,15678,74,391
"1101",1101,2199,"16/02/18","06:00",1083,3,"NB_OS",1,"North",390,0,NA,16561,31,378
"1102",1102,2203,"16/02/18","07:00",1083,1,"NB_NS",1,"North",795,0,NA,12704,40,745
"1103",1103,2204,"16/02/18","07:00",1083,2,"NB_MID",1,"North",985,0,NA,12255,29,952
"1104",1104,2205,"16/02/18","07:00",1083,3,"NB_OS",1,"North",1116,0,NA,12364,12,1101
"1105",1105,2209,"16/02/18","08:00",1083,1,"NB_NS",1,"North",786,0,NA,12867,33,741
"1106",1106,2210,"16/02/18","08:00",1083,2,"NB_MID",1,"North",912,0,NA,12963,42,862
"1107",1107,2211,"16/02/18","08:00",1083,3,"NB_OS",1,"North",962,0,NA,13166,22,939
"1108",1108,2215,"16/02/18","09:00",1083,1,"NB_NS",1,"North",595,0,NA,13857,69,539
"1109",1109,2216,"16/02/18","09:00",1083,2,"NB_MID",1,"North",777,0,NA,14511,55,726
"1110",1110,2217,"16/02/18","09:00",1083,3,"NB_OS",1,"North",712,0,NA,15189,35,682
"1111",1111,2221,"16/02/18","10:00",1083,1,"NB_NS",1,"North",598,0,NA,13747,60,546
"1112",1112,2222,"16/02/18","10:00",1083,2,"NB_MID",1,"North",641,0,NA,14601,58,595
"1113",1113,2223,"16/02/18","10:00",1083,3,"NB_OS",1,"North",545,0,NA,15223,37,522
"1114",1114,2227,"16/02/18","11:00",1083,1,"NB_NS",1,"North",631,0,NA,14009,57,572
"1115",1115,2228,"16/02/18","11:00",1083,2,"NB_MID",1,"North",644,0,NA,14887,65,598
"1116",1116,2229,"16/02/18","11:00",1083,3,"NB_OS",1,"North",546,0,NA,15466,29,528
"1117",1117,2233,"16/02/18","12:00",1083,1,"NB_NS",1,"North",680,0,NA,13384,76,613
"1118",1118,2234,"16/02/18","12:00",1083,2,"NB_MID",1,"North",651,0,NA,14585,54,607
"1119",1119,2235,"16/02/18","12:00",1083,3,"NB_OS",1,"North",618,0,NA,15465,32,595
"1120",1120,2239,"16/02/18","13:00",1083,1,"NB_NS",1,"North",695,0,NA,13588,59,639
"1121",1121,2240,"16/02/18","13:00",1083,2,"NB_MID",1,"North",658,0,NA,14967,46,623
