"","X.1","X","date","time","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class2Volume"
"1122",1122,2241,"16/02/18","13:00",1083,3,"NB_OS",1,"North",570,0,NA,15381,25,552
"1123",1123,2245,"16/02/18","14:00",1083,1,"NB_NS",1,"North",728,0,NA,13474,56,673
"1124",1124,2246,"16/02/18","14:00",1083,2,"NB_MID",1,"North",609,0,NA,14798,43,575
"1125",1125,2247,"16/02/18","14:00",1083,3,"NB_OS",1,"North",518,0,NA,15493,27,502
"1126",1126,2251,"16/02/18","15:00",1083,1,"NB_NS",1,"North",745,0,NA,13188,75,676
"1127",1127,2252,"16/02/18","15:00",1083,2,"NB_MID",1,"North",641,0,NA,14303,45,601
"1128",1128,2253,"16/02/18","15:00",1083,3,"NB_OS",1,"North",682,0,NA,14470,35,648
"1129",1129,2257,"16/02/18","16:00",1083,1,"NB_NS",1,"North",934,0,NA,12327,48,873
"1130",1130,2258,"16/02/18","16:00",1083,2,"NB_MID",1,"North",697,0,NA,14060,36,663
"1131",1131,2259,"16/02/18","16:00",1083,3,"NB_OS",1,"North",767,0,NA,14724,25,745
"1132",1132,2263,"16/02/18","17:00",1083,1,"NB_NS",1,"North",911,0,NA,11973,27,868
"1133",1133,2264,"16/02/18","17:00",1083,2,"NB_MID",1,"North",774,0,NA,13616,13,754
"1134",1134,2265,"16/02/18","17:00",1083,3,"NB_OS",1,"North",829,0,NA,14111,16,812
"1135",1135,2269,"16/02/18","18:00",1083,1,"NB_NS",1,"North",603,0,NA,13586,20,580
"1136",1136,2270,"16/02/18","18:00",1083,2,"NB_MID",1,"North",625,0,NA,14409,13,614
"1137",1137,2271,"16/02/18","18:00",1083,3,"NB_OS",1,"North",597,0,NA,15258,10,590
"1138",1138,2275,"16/02/18","19:00",1083,1,"NB_NS",1,"North",418,0,NA,14572,22,402
"1139",1139,2276,"16/02/18","19:00",1083,2,"NB_MID",1,"North",448,0,NA,15003,11,436
"1140",1140,2277,"16/02/18","19:00",1083,3,"NB_OS",1,"North",386,0,NA,15755,8,382
"1141",1141,2281,"16/02/18","20:00",1083,1,"NB_NS",1,"North",310,0,NA,15229,23,292
"1142",1142,2282,"16/02/18","20:00",1083,2,"NB_MID",1,"North",392,0,NA,15873,10,385
"1143",1143,2283,"16/02/18","20:00",1083,3,"NB_OS",1,"North",240,0,NA,16693,12,237
"1144",1144,2287,"16/02/18","21:00",1083,1,"NB_NS",1,"North",235,0,NA,15637,9,229
"1145",1145,2288,"16/02/18","21:00",1083,2,"NB_MID",1,"North",278,0,NA,16049,32,266
"1146",1146,2289,"16/02/18","21:00",1083,3,"NB_OS",1,"North",165,0,NA,16896,6,164
"1147",1147,2293,"16/02/18","22:00",1083,1,"NB_NS",1,"North",229,0,NA,15684,31,218
"1148",1148,2294,"16/02/18","22:00",1083,2,"NB_MID",1,"North",260,0,NA,15773,12,255
"1149",1149,2295,"16/02/18","22:00",1083,3,"NB_OS",1,"North",134,0,NA,17226,7,132
"1150",1150,2299,"16/02/18","23:00",1083,1,"NB_NS",1,"North",132,0,NA,15259,38,125
"1151",1151,2300,"16/02/18","23:00",1083,2,"NB_MID",1,"North",192,0,NA,16548,21,186
"1152",1152,2301,"16/02/18","23:00",1083,3,"NB_OS",1,"North",88,0,NA,16973,23,86
"1153",1153,2305,"17/02/18","00:00",1083,1,"NB_NS",1,"North",88,0,NA,15704,11,83
"1154",1154,2306,"17/02/18","00:00",1083,2,"NB_MID",1,"North",135,0,NA,16171,30,130
"1155",1155,2307,"17/02/18","00:00",1083,3,"NB_OS",1,"North",45,0,NA,17006,44,43
"1156",1156,2311,"17/02/18","01:00",1083,1,"NB_NS",1,"North",80,0,NA,15677,50,74
"1157",1157,2312,"17/02/18","01:00",1083,2,"NB_MID",1,"North",103,0,NA,15952,19,98
"1158",1158,2313,"17/02/18","01:00",1083,3,"NB_OS",1,"North",24,0,NA,17894,0,24
"1159",1159,2317,"17/02/18","02:00",1083,1,"NB_NS",1,"North",57,0,NA,16725,105,51
"1160",1160,2318,"17/02/18","02:00",1083,2,"NB_MID",1,"North",117,0,NA,17187,60,106
"1161",1161,2319,"17/02/18","02:00",1083,3,"NB_OS",1,"North",19,0,NA,18012,0,19
"1162",1162,2323,"17/02/18","03:00",1083,1,"NB_NS",1,"North",42,0,NA,17427,71,39
"1163",1163,2324,"17/02/18","03:00",1083,2,"NB_MID",1,"North",86,0,NA,16576,58,81
"1164",1164,2325,"17/02/18","03:00",1083,3,"NB_OS",1,"North",18,0,NA,17917,111,15
"1165",1165,2329,"17/02/18","04:00",1083,1,"NB_NS",1,"North",41,0,NA,15793,24,40
"1166",1166,2330,"17/02/18","04:00",1083,2,"NB_MID",1,"North",71,0,NA,16444,14,70
"1167",1167,2331,"17/02/18","04:00",1083,3,"NB_OS",1,"North",18,0,NA,17130,0,18
"1168",1168,2335,"17/02/18","05:00",1083,1,"NB_NS",1,"North",77,0,NA,15343,13,75
"1169",1169,2336,"17/02/18","05:00",1083,2,"NB_MID",1,"North",97,0,NA,16455,72,88
"1170",1170,2337,"17/02/18","05:00",1083,3,"NB_OS",1,"North",26,0,NA,17543,0,26
"1171",1171,2341,"17/02/18","06:00",1083,1,"NB_NS",1,"North",140,0,NA,16823,50,131
"1172",1172,2342,"17/02/18","06:00",1083,2,"NB_MID",1,"North",125,0,NA,16600,32,121
"1173",1173,2343,"17/02/18","06:00",1083,3,"NB_OS",1,"North",77,0,NA,17316,52,73
"1174",1174,2347,"17/02/18","07:00",1083,1,"NB_NS",1,"North",175,0,NA,16478,91,154
"1175",1175,2348,"17/02/18","07:00",1083,2,"NB_MID",1,"North",212,0,NA,16021,24,206
"1176",1176,2349,"17/02/18","07:00",1083,3,"NB_OS",1,"North",175,0,NA,17057,51,166
"1177",1177,2353,"17/02/18","08:00",1083,1,"NB_NS",1,"North",305,0,NA,14908,59,276
"1178",1178,2354,"17/02/18","08:00",1083,2,"NB_MID",1,"North",443,0,NA,15036,45,412
"1179",1179,2355,"17/02/18","08:00",1083,3,"NB_OS",1,"North",348,0,NA,15899,29,337
"1180",1180,2359,"17/02/18","09:00",1083,1,"NB_NS",1,"North",425,0,NA,14060,40,394
"1181",1181,2360,"17/02/18","09:00",1083,2,"NB_MID",1,"North",499,0,NA,15104,36,476
"1182",1182,2361,"17/02/18","09:00",1083,3,"NB_OS",1,"North",421,0,NA,15744,14,414
"1183",1183,2365,"17/02/18","10:00",1083,1,"NB_NS",1,"North",556,0,NA,13456,36,518
"1184",1184,2366,"17/02/18","10:00",1083,2,"NB_MID",1,"North",581,0,NA,14572,24,563
"1185",1185,2367,"17/02/18","10:00",1083,3,"NB_OS",1,"North",493,0,NA,15347,24,479
"1186",1186,2371,"17/02/18","11:00",1083,1,"NB_NS",1,"North",586,0,NA,13612,20,558
"1187",1187,2372,"17/02/18","11:00",1083,2,"NB_MID",1,"North",653,0,NA,14309,17,632
"1188",1188,2373,"17/02/18","11:00",1083,3,"NB_OS",1,"North",559,0,NA,15146,21,544
"1189",1189,2377,"17/02/18","12:00",1083,1,"NB_NS",1,"North",646,0,NA,13262,19,620
"1190",1190,2378,"17/02/18","12:00",1083,2,"NB_MID",1,"North",670,0,NA,14044,15,655
"1191",1191,2379,"17/02/18","12:00",1083,3,"NB_OS",1,"North",625,0,NA,14439,13,615
"1192",1192,2383,"17/02/18","13:00",1083,1,"NB_NS",1,"North",619,0,NA,13712,26,587
"1193",1193,2384,"17/02/18","13:00",1083,2,"NB_MID",1,"North",733,0,NA,14191,14,719
"1194",1194,2385,"17/02/18","13:00",1083,3,"NB_OS",1,"North",612,0,NA,15079,10,602
"1195",1195,2389,"17/02/18","14:00",1083,1,"NB_NS",1,"North",596,0,NA,13873,23,567
"1196",1196,2390,"17/02/18","14:00",1083,2,"NB_MID",1,"North",666,0,NA,15085,20,645
"1197",1197,2391,"17/02/18","14:00",1083,3,"NB_OS",1,"North",536,0,NA,15874,7,528
"1198",1198,2395,"17/02/18","15:00",1083,1,"NB_NS",1,"North",604,0,NA,14071,17,578
"1199",1199,2396,"17/02/18","15:00",1083,2,"NB_MID",1,"North",648,0,NA,14914,20,633
"1200",1200,2397,"17/02/18","15:00",1083,3,"NB_OS",1,"North",538,0,NA,15539,7,530
"1201",1201,2401,"17/02/18","16:00",1083,1,"NB_NS",1,"North",566,0,NA,14079,16,539
"1202",1202,2402,"17/02/18","16:00",1083,2,"NB_MID",1,"North",566,0,NA,14806,14,549
"1203",1203,2403,"17/02/18","16:00",1083,3,"NB_OS",1,"North",491,0,NA,15518,10,485
"1204",1204,2407,"17/02/18","17:00",1083,1,"NB_NS",1,"North",538,0,NA,13781,15,517
"1205",1205,2408,"17/02/18","17:00",1083,2,"NB_MID",1,"North",570,0,NA,14673,14,553
"1206",1206,2409,"17/02/18","17:00",1083,3,"NB_OS",1,"North",493,0,NA,15180,8,486
"1207",1207,2413,"17/02/18","18:00",1083,1,"NB_NS",1,"North",415,0,NA,14573,14,402
"1208",1208,2414,"17/02/18","18:00",1083,2,"NB_MID",1,"North",514,0,NA,14977,2,506
"1209",1209,2415,"17/02/18","18:00",1083,3,"NB_OS",1,"North",429,0,NA,15956,19,417
"1210",1210,2419,"17/02/18","19:00",1083,1,"NB_NS",1,"North",319,0,NA,14983,13,311
"1211",1211,2420,"17/02/18","19:00",1083,2,"NB_MID",1,"North",415,0,NA,15375,12,405
"1212",1212,2421,"17/02/18","19:00",1083,3,"NB_OS",1,"North",316,0,NA,16354,9,313
"1213",1213,2425,"17/02/18","20:00",1083,1,"NB_NS",1,"North",218,0,NA,15195,14,210
"1214",1214,2426,"17/02/18","20:00",1083,2,"NB_MID",1,"North",351,0,NA,16170,14,342
"1215",1215,2427,"17/02/18","20:00",1083,3,"NB_OS",1,"North",223,0,NA,16241,0,222
"1216",1216,2431,"17/02/18","21:00",1083,1,"NB_NS",1,"North",222,0,NA,15109,9,214
"1217",1217,2432,"17/02/18","21:00",1083,2,"NB_MID",1,"North",259,0,NA,16318,12,256
"1218",1218,2433,"17/02/18","21:00",1083,3,"NB_OS",1,"North",142,0,NA,17064,0,142
"1219",1219,2437,"17/02/18","22:00",1083,1,"NB_NS",1,"North",174,0,NA,15113,17,167
"1220",1220,2438,"17/02/18","22:00",1083,2,"NB_MID",1,"North",249,0,NA,16188,16,243
"1221",1221,2439,"17/02/18","22:00",1083,3,"NB_OS",1,"North",115,0,NA,16911,9,113
"1222",1222,2443,"17/02/18","23:00",1083,1,"NB_NS",1,"North",176,0,NA,15152,11,171
"1223",1223,2444,"17/02/18","23:00",1083,2,"NB_MID",1,"North",218,0,NA,16236,5,216
"1224",1224,2445,"17/02/18","23:00",1083,3,"NB_OS",1,"North",118,0,NA,17258,8,116
"1225",1225,2449,"18/02/18","00:00",1083,1,"NB_NS",1,"North",97,0,NA,15957,10,95
"1226",1226,2450,"18/02/18","00:00",1083,2,"NB_MID",1,"North",186,0,NA,16162,5,183
"1227",1227,2451,"18/02/18","00:00",1083,3,"NB_OS",1,"North",65,0,NA,17145,0,65
"1228",1228,2455,"18/02/18","01:00",1083,1,"NB_NS",1,"North",100,0,NA,15844,0,97
"1229",1229,2456,"18/02/18","01:00",1083,2,"NB_MID",1,"North",182,0,NA,17018,5,180
"1230",1230,2457,"18/02/18","01:00",1083,3,"NB_OS",1,"North",51,0,NA,17674,0,51
"1231",1231,2461,"18/02/18","02:00",1083,1,"NB_NS",1,"North",85,0,NA,15951,24,82
"1232",1232,2462,"18/02/18","02:00",1083,2,"NB_MID",1,"North",164,0,NA,17000,6,160
"1233",1233,2463,"18/02/18","02:00",1083,3,"NB_OS",1,"North",34,0,NA,17998,0,33
"1234",1234,2467,"18/02/18","03:00",1083,1,"NB_NS",1,"North",51,0,NA,15343,0,51
"1235",1235,2468,"18/02/18","03:00",1083,2,"NB_MID",1,"North",132,0,NA,16970,0,131
"1236",1236,2469,"18/02/18","03:00",1083,3,"NB_OS",1,"North",28,0,NA,17133,0,28
"1237",1237,2473,"18/02/18","04:00",1083,1,"NB_NS",1,"North",29,0,NA,15383,34,27
"1238",1238,2474,"18/02/18","04:00",1083,2,"NB_MID",1,"North",110,0,NA,16611,9,108
"1239",1239,2475,"18/02/18","04:00",1083,3,"NB_OS",1,"North",15,0,NA,18222,0,15
"1240",1240,2479,"18/02/18","05:00",1083,1,"NB_NS",1,"North",62,0,NA,16335,16,61
"1241",1241,2480,"18/02/18","05:00",1083,2,"NB_MID",1,"North",74,0,NA,17147,41,69
"1242",1242,2481,"18/02/18","05:00",1083,3,"NB_OS",1,"North",19,0,NA,17544,53,18
"1243",1243,2485,"18/02/18","06:00",1083,1,"NB_NS",1,"North",77,0,NA,16854,52,73
"1244",1244,2486,"18/02/18","06:00",1083,2,"NB_MID",1,"North",92,0,NA,16449,33,88
"1245",1245,2487,"18/02/18","06:00",1083,3,"NB_OS",1,"North",45,0,NA,16370,0,45
"1246",1246,2491,"18/02/18","07:00",1083,1,"NB_NS",1,"North",96,0,NA,15966,21,91
"1247",1247,2492,"18/02/18","07:00",1083,2,"NB_MID",1,"North",138,0,NA,16908,14,135
"1248",1248,2493,"18/02/18","07:00",1083,3,"NB_OS",1,"North",75,0,NA,16489,13,74
"1249",1249,2497,"18/02/18","08:00",1083,1,"NB_NS",1,"North",140,0,NA,14917,29,131
"1250",1250,2498,"18/02/18","08:00",1083,2,"NB_MID",1,"North",240,0,NA,16075,21,233
"1251",1251,2499,"18/02/18","08:00",1083,3,"NB_OS",1,"North",154,0,NA,16275,32,147
"1252",1252,2503,"18/02/18","09:00",1083,1,"NB_NS",1,"North",235,0,NA,14545,26,223
"1253",1253,2504,"18/02/18","09:00",1083,2,"NB_MID",1,"North",437,0,NA,15467,11,427
"1254",1254,2505,"18/02/18","09:00",1083,3,"NB_OS",1,"North",282,0,NA,16375,18,276
"1255",1255,2509,"18/02/18","10:00",1083,1,"NB_NS",1,"North",388,0,NA,14252,18,372
"1256",1256,2510,"18/02/18","10:00",1083,2,"NB_MID",1,"North",544,0,NA,15150,15,526
"1257",1257,2511,"18/02/18","10:00",1083,3,"NB_OS",1,"North",411,0,NA,15855,24,399
"1258",1258,2515,"18/02/18","11:00",1083,1,"NB_NS",1,"North",476,0,NA,14103,6,460
"1259",1259,2516,"18/02/18","11:00",1083,2,"NB_MID",1,"North",622,0,NA,14709,13,609
"1260",1260,2517,"18/02/18","11:00",1083,3,"NB_OS",1,"North",526,0,NA,15344,11,518
"1261",1261,2521,"18/02/18","12:00",1083,1,"NB_NS",1,"North",567,0,NA,13698,9,549
"1262",1262,2522,"18/02/18","12:00",1083,2,"NB_MID",1,"North",633,0,NA,14637,16,619
"1263",1263,2523,"18/02/18","12:00",1083,3,"NB_OS",1,"North",532,0,NA,15351,11,521
"1264",1264,2527,"18/02/18","13:00",1083,1,"NB_NS",1,"North",583,0,NA,14074,9,564
"1265",1265,2528,"18/02/18","13:00",1083,2,"NB_MID",1,"North",645,0,NA,14833,19,628
"1266",1266,2529,"18/02/18","13:00",1083,3,"NB_OS",1,"North",582,0,NA,15466,7,575
"1267",1267,2533,"18/02/18","14:00",1083,1,"NB_NS",1,"North",535,0,NA,14269,9,524
"1268",1268,2534,"18/02/18","14:00",1083,2,"NB_MID",1,"North",566,0,NA,14985,4,556
"1269",1269,2535,"18/02/18","14:00",1083,3,"NB_OS",1,"North",510,0,NA,15960,10,503
"1270",1270,2539,"18/02/18","15:00",1083,1,"NB_NS",1,"North",511,0,NA,13987,8,497
"1271",1271,2540,"18/02/18","15:00",1083,2,"NB_MID",1,"North",580,0,NA,14721,12,569
"1272",1272,2541,"18/02/18","15:00",1083,3,"NB_OS",1,"North",470,0,NA,15462,6,465
"1273",1273,2545,"18/02/18","16:00",1083,1,"NB_NS",1,"North",514,0,NA,14343,8,500
"1274",1274,2546,"18/02/18","16:00",1083,2,"NB_MID",1,"North",513,0,NA,15147,12,504
"1275",1275,2547,"18/02/18","16:00",1083,3,"NB_OS",1,"North",459,0,NA,15619,9,452
"1276",1276,2551,"18/02/18","17:00",1083,1,"NB_NS",1,"North",412,0,NA,14335,15,399
"1277",1277,2552,"18/02/18","17:00",1083,2,"NB_MID",1,"North",444,0,NA,14775,9,436
"1278",1278,2553,"18/02/18","17:00",1083,3,"NB_OS",1,"North",397,0,NA,15585,18,387
"1279",1279,2557,"18/02/18","18:00",1083,1,"NB_NS",1,"North",338,0,NA,14555,12,325
"1280",1280,2558,"18/02/18","18:00",1083,2,"NB_MID",1,"North",386,0,NA,15235,10,376
"1281",1281,2559,"18/02/18","18:00",1083,3,"NB_OS",1,"North",279,0,NA,15722,14,273
"1282",1282,2563,"18/02/18","19:00",1083,1,"NB_NS",1,"North",277,0,NA,14806,7,265
"1283",1283,2564,"18/02/18","19:00",1083,2,"NB_MID",1,"North",336,0,NA,15531,12,329
"1284",1284,2565,"18/02/18","19:00",1083,3,"NB_OS",1,"North",249,0,NA,16019,8,246
"1285",1285,2569,"18/02/18","20:00",1083,1,"NB_NS",1,"North",246,0,NA,15158,4,241
"1286",1286,2570,"18/02/18","20:00",1083,2,"NB_MID",1,"North",271,0,NA,15774,0,268
"1287",1287,2571,"18/02/18","20:00",1083,3,"NB_OS",1,"North",170,0,NA,16471,6,167
"1288",1288,2575,"18/02/18","21:00",1083,1,"NB_NS",1,"North",188,0,NA,15700,21,180
"1289",1289,2576,"18/02/18","21:00",1083,2,"NB_MID",1,"North",220,0,NA,15862,32,213
"1290",1290,2577,"18/02/18","21:00",1083,3,"NB_OS",1,"North",116,0,NA,16571,9,115
"1291",1291,2581,"18/02/18","22:00",1083,1,"NB_NS",1,"North",139,0,NA,15949,7,133
"1292",1292,2582,"18/02/18","22:00",1083,2,"NB_MID",1,"North",150,0,NA,16765,7,148
"1293",1293,2583,"18/02/18","22:00",1083,3,"NB_OS",1,"North",82,0,NA,16900,12,81
"1294",1294,2587,"18/02/18","23:00",1083,1,"NB_NS",1,"North",73,0,NA,15769,14,68
"1295",1295,2588,"18/02/18","23:00",1083,2,"NB_MID",1,"North",147,0,NA,16929,0,147
"1296",1296,2589,"18/02/18","23:00",1083,3,"NB_OS",1,"North",32,0,NA,17179,0,32
"1297",1297,2593,"19/02/18","00:00",1083,1,"NB_NS",1,"North",40,0,NA,14819,50,38
"1298",1298,2594,"19/02/18","00:00",1083,2,"NB_MID",1,"North",58,0,NA,17275,0,58
"1299",1299,2595,"19/02/18","00:00",1083,3,"NB_OS",1,"North",17,0,NA,16438,0,17
"1300",1300,2599,"19/02/18","01:00",1083,1,"NB_NS",1,"North",19,0,NA,14781,53,17
"1301",1301,2600,"19/02/18","01:00",1083,2,"NB_MID",1,"North",38,0,NA,15577,26,37
"1302",1302,2601,"19/02/18","01:00",1083,3,"NB_OS",1,"North",13,0,NA,15449,0,13
"1303",1303,2605,"19/02/18","02:00",1083,1,"NB_NS",1,"North",17,0,NA,15425,0,17
"1304",1304,2606,"19/02/18","02:00",1083,2,"NB_MID",1,"North",37,0,NA,16937,54,35
"1305",1305,2607,"19/02/18","02:00",1083,3,"NB_OS",1,"North",3,0,NA,18426,0,3
"1306",1306,2611,"19/02/18","03:00",1083,1,"NB_NS",1,"North",23,0,NA,16715,43,22
"1307",1307,2612,"19/02/18","03:00",1083,2,"NB_MID",1,"North",21,0,NA,17209,48,19
"1308",1308,2613,"19/02/18","03:00",1083,3,"NB_OS",1,"North",7,0,NA,15913,0,7
"1309",1309,2617,"19/02/18","04:00",1083,1,"NB_NS",1,"North",26,0,NA,15203,0,26
"1310",1310,2618,"19/02/18","04:00",1083,2,"NB_MID",1,"North",43,0,NA,16189,70,39
"1311",1311,2619,"19/02/18","04:00",1083,3,"NB_OS",1,"North",9,0,NA,16451,0,9
"1312",1312,2623,"19/02/18","05:00",1083,1,"NB_NS",1,"North",173,0,NA,16519,29,162
"1313",1313,2624,"19/02/18","05:00",1083,2,"NB_MID",1,"North",144,0,NA,17047,42,136
"1314",1314,2625,"19/02/18","05:00",1083,3,"NB_OS",1,"North",50,0,NA,17750,60,47
"1315",1315,2629,"19/02/18","06:00",1083,1,"NB_NS",1,"North",320,0,NA,14987,59,291
"1316",1316,2630,"19/02/18","06:00",1083,2,"NB_MID",1,"North",442,0,NA,14808,36,417
"1317",1317,2631,"19/02/18","06:00",1083,3,"NB_OS",1,"North",342,0,NA,15534,29,332
"1318",1318,2635,"19/02/18","07:00",1083,1,"NB_NS",1,"North",847,0,NA,11152,19,812
"1319",1319,2636,"19/02/18","07:00",1083,2,"NB_MID",1,"North",1052,0,NA,8551,30,1007
"1320",1320,2637,"19/02/18","07:00",1083,3,"NB_OS",1,"North",1003,0,NA,8368,34,959
"1321",1321,2641,"19/02/18","08:00",1083,1,"NB_NS",1,"North",758,0,NA,7363,36,711
"1322",1322,2642,"19/02/18","08:00",1083,2,"NB_MID",1,"North",885,0,NA,7724,36,844
"1323",1323,2643,"19/02/18","08:00",1083,3,"NB_OS",1,"North",929,0,NA,8479,19,903
"1324",1324,2647,"19/02/18","09:00",1083,1,"NB_NS",1,"North",618,0,NA,13050,50,569
"1325",1325,2648,"19/02/18","09:00",1083,2,"NB_MID",1,"North",778,0,NA,13241,40,743
"1326",1326,2649,"19/02/18","09:00",1083,3,"NB_OS",1,"North",779,0,NA,13687,32,750
"1327",1327,2653,"19/02/18","10:00",1083,1,"NB_NS",1,"North",585,0,NA,13750,70,528
"1328",1328,2654,"19/02/18","10:00",1083,2,"NB_MID",1,"North",634,0,NA,14324,62,589
"1329",1329,2655,"19/02/18","10:00",1083,3,"NB_OS",1,"North",484,0,NA,15448,35,463
"1330",1330,2659,"19/02/18","11:00",1083,1,"NB_NS",1,"North",564,0,NA,13412,50,521
"1331",1331,2660,"19/02/18","11:00",1083,2,"NB_MID",1,"North",624,0,NA,14615,51,583
"1332",1332,2661,"19/02/18","11:00",1083,3,"NB_OS",1,"North",453,0,NA,15389,42,434
"1333",1333,2665,"19/02/18","12:00",1083,1,"NB_NS",1,"North",571,0,NA,13400,67,518
"1334",1334,2666,"19/02/18","12:00",1083,2,"NB_MID",1,"North",581,0,NA,14622,46,544
"1335",1335,2667,"19/02/18","12:00",1083,3,"NB_OS",1,"North",520,0,NA,15388,27,503
"1336",1336,2671,"19/02/18","13:00",1083,1,"NB_NS",1,"North",638,0,NA,13754,49,585
"1337",1337,2672,"19/02/18","13:00",1083,2,"NB_MID",1,"North",576,0,NA,14985,42,545
"1338",1338,2673,"19/02/18","13:00",1083,3,"NB_OS",1,"North",493,0,NA,15526,18,481
"1339",1339,2677,"19/02/18","14:00",1083,1,"NB_NS",1,"North",626,0,NA,13484,83,557
"1340",1340,2678,"19/02/18","14:00",1083,2,"NB_MID",1,"North",553,0,NA,14852,63,508
"1341",1341,2679,"19/02/18","14:00",1083,3,"NB_OS",1,"North",434,0,NA,15588,39,415
"1342",1342,2683,"19/02/18","15:00",1083,1,"NB_NS",1,"North",702,0,NA,13037,70,638
"1343",1343,2684,"19/02/18","15:00",1083,2,"NB_MID",1,"North",589,0,NA,14367,51,547
"1344",1344,2685,"19/02/18","15:00",1083,3,"NB_OS",1,"North",534,0,NA,14988,41,511
"1345",1345,2689,"19/02/18","16:00",1083,1,"NB_NS",1,"North",913,0,NA,11721,47,854
"1346",1346,2690,"19/02/18","16:00",1083,2,"NB_MID",1,"North",612,0,NA,13748,38,581
"1347",1347,2691,"19/02/18","16:00",1083,3,"NB_OS",1,"North",727,0,NA,14068,17,708
"1348",1348,2695,"19/02/18","17:00",1083,1,"NB_NS",1,"North",962,0,NA,11292,28,917
"1349",1349,2696,"19/02/18","17:00",1083,2,"NB_MID",1,"North",806,0,NA,12868,15,787
"1350",1350,2697,"19/02/18","17:00",1083,3,"NB_OS",1,"North",907,0,NA,13464,11,894
"1351",1351,2701,"19/02/18","18:00",1083,1,"NB_NS",1,"North",662,0,NA,12814,26,634
"1352",1352,2702,"19/02/18","18:00",1083,2,"NB_MID",1,"North",760,0,NA,13059,12,743
"1353",1353,2703,"19/02/18","18:00",1083,3,"NB_OS",1,"North",770,0,NA,13743,17,755
"1354",1354,2707,"19/02/18","19:00",1083,1,"NB_NS",1,"North",374,0,NA,14394,16,359
"1355",1355,2708,"19/02/18","19:00",1083,2,"NB_MID",1,"North",471,0,NA,14822,17,458
"1356",1356,2709,"19/02/18","19:00",1083,3,"NB_OS",1,"North",376,0,NA,15940,16,368
"1357",1357,2713,"19/02/18","20:00",1083,1,"NB_NS",1,"North",280,0,NA,15139,14,271
"1358",1358,2714,"19/02/18","20:00",1083,2,"NB_MID",1,"North",323,0,NA,15660,12,316
"1359",1359,2715,"19/02/18","20:00",1083,3,"NB_OS",1,"North",256,0,NA,15948,4,255
"1360",1360,2719,"19/02/18","21:00",1083,1,"NB_NS",1,"North",242,0,NA,14950,29,228
"1361",1361,2720,"19/02/18","21:00",1083,2,"NB_MID",1,"North",236,0,NA,15630,13,233
"1362",1362,2721,"19/02/18","21:00",1083,3,"NB_OS",1,"North",150,0,NA,15946,7,149
"1363",1363,2725,"19/02/18","22:00",1083,1,"NB_NS",1,"North",177,0,NA,15333,34,166
"1364",1364,2726,"19/02/18","22:00",1083,2,"NB_MID",1,"North",203,0,NA,16155,20,197
"1365",1365,2727,"19/02/18","22:00",1083,3,"NB_OS",1,"North",94,0,NA,16950,0,94
"1366",1366,2731,"19/02/18","23:00",1083,1,"NB_NS",1,"North",99,0,NA,15457,61,90
"1367",1367,2732,"19/02/18","23:00",1083,2,"NB_MID",1,"North",145,0,NA,16161,21,140
"1368",1368,2733,"19/02/18","23:00",1083,3,"NB_OS",1,"North",37,0,NA,17342,0,36
"1369",1369,2737,"20/02/18","00:00",1083,1,"NB_NS",1,"North",56,0,NA,15779,54,53
"1370",1370,2738,"20/02/18","00:00",1083,2,"NB_MID",1,"North",58,0,NA,16432,69,54
"1371",1371,2739,"20/02/18","00:00",1083,3,"NB_OS",1,"North",19,0,NA,16842,53,18
"1372",1372,2743,"20/02/18","01:00",1083,1,"NB_NS",1,"North",34,0,NA,15662,88,31
"1373",1373,2744,"20/02/18","01:00",1083,2,"NB_MID",1,"North",35,0,NA,16984,0,35
"1374",1374,2745,"20/02/18","01:00",1083,3,"NB_OS",1,"North",5,0,NA,16944,200,4
"1375",1375,2749,"20/02/18","02:00",1083,1,"NB_NS",1,"North",14,0,NA,16032,0,14
"1376",1376,2750,"20/02/18","02:00",1083,2,"NB_MID",1,"North",17,0,NA,16716,59,16
"1377",1377,2751,"20/02/18","02:00",1083,3,"NB_OS",1,"North",5,0,NA,14556,0,5
"1378",1378,2755,"20/02/18","03:00",1083,1,"NB_NS",1,"North",24,0,NA,16111,0,23
"1379",1379,2756,"20/02/18","03:00",1083,2,"NB_MID",1,"North",22,0,NA,16730,0,22
"1380",1380,2757,"20/02/18","03:00",1083,3,"NB_OS",1,"North",3,0,NA,16204,0,3
"1381",1381,2761,"20/02/18","04:00",1083,1,"NB_NS",1,"North",43,0,NA,16512,47,41
"1382",1382,2762,"20/02/18","04:00",1083,2,"NB_MID",1,"North",47,0,NA,16862,43,45
"1383",1383,2763,"20/02/18","04:00",1083,3,"NB_OS",1,"North",15,0,NA,17204,67,14
"1384",1384,2767,"20/02/18","05:00",1083,1,"NB_NS",1,"North",162,0,NA,15875,6,155
"1385",1385,2768,"20/02/18","05:00",1083,2,"NB_MID",1,"North",146,0,NA,16467,89,131
"1386",1386,2769,"20/02/18","05:00",1083,3,"NB_OS",1,"North",50,0,NA,17578,0,49
"1387",1387,2773,"20/02/18","06:00",1083,1,"NB_NS",1,"North",355,0,NA,14644,51,323
"1388",1388,2774,"20/02/18","06:00",1083,2,"NB_MID",1,"North",472,0,NA,15059,49,442
